id,title,company_name,label,source
3486973,"Democrats question TV carriers' decisions to host Fox, OAN and Newsmax, citing 'misinformation'",AT&T,irrelevant,gold_manual
4061011,Why Did Netflix Decide to Move Forward With a Final Season of House of Cards?,Netflix,irrelevant,gold_manual
6969880,Prosecutors: South Carolina man killed Uber rider in 2019,Uber,irrelevant,gold_manual
1870457,Starbucks union workers in Buffalo walk out over ‘unsafe’ conditions,Starbucks,relevant,gold_manual
10532856,Post Holdings Appoints Dorothy M. Burwell To Board Of Directors,Goldman Sachs,irrelevant,gold_manual
2887384,"Apple Has New iPhone Satellite Features in the Works, Report Says",Apple Inc.,irrelevant,gold_manual
3405712,Mike Perry says he wasn't drug tested vs. Jake Paul: 'I was surprised',AT&T,irrelevant,gold_manual
3989525,Microsoft’s Last Windows Update For 600 Million Users—Act Now,Microsoft,irrelevant,gold_manual
3175755,Are mergers good or bad for the economy?,AT&T,irrelevant,gold_manual
11895448,Fedex Expects Fewer Packages During Holiday Season,FedEx,relevant,gold_manual
8575384,A Trump Manhattan hush money conviction would punch a hole in his election hopes: report,Visa Inc.,irrelevant,gold_manual
7147377,"Walmart Deals for Days sale is live – TVs, AirPods, Instant Pot, laptops, and more",Walmart,irrelevant,gold_manual
4764892,How Everyday Life in a Real Arctic Community Inspired Netflix’s North of North,Netflix,irrelevant,gold_manual
2932045,59 Twists & Turns to Verizon's Calculated Play to Go Wireless and to Dismantle & Trash the State-Based Wired Utilities,AT&T,irrelevant,gold_manual
5105715,China Seen Hitting GM On Price Fixing Amid Trump Rhetoric | Stock News Stock Market Analysis,General Motors,relevant,gold_manual
714615,Giants manager Bruce Bochy recovering from shoulder surgery,Visa Inc.,irrelevant,gold_manual
3048783,Carmelo Anthony Sends Love to La La Amid Split Drama,AT&T,irrelevant,gold_manual
962852,Report: Visa Overstays More Common Than Illegal Border Entries; Mexicans The Most Likely to Overstay,Visa Inc.,irrelevant,gold_manual
3744784,"Netflix's '13 Reasons Why,' TNT's 'Animal Kingdom' Receive California Tax Credits",Netflix,irrelevant,gold_manual
7414030,Intel Buys Mobileye for $15.3bn,Intel,relevant,gold_manual
7443461,Intel officials detail how Russian cyberattacks sought to interfere with U.S. elections,Intel,irrelevant,gold_manual
1016953,"21 Savage Is Released After Immigration Arrest, Lawyer Says",Visa Inc.,irrelevant,gold_manual
3615230,New on Netflix in November 2025 — The Full List of Movies and TV Shows,Netflix,irrelevant,gold_manual
4187894,Microsoft’s iPhone keyboard takes aim at Google with new built-in search,Microsoft,irrelevant,gold_manual
147514,"Walmart is selling a $110 Coca-Cola mini fridge for only $50, and it has a built-in Bluetooth speaker",Walmart,irrelevant,gold_manual
499306,"Watch Out Walmart, Amazon Is Making Inroads In Grocery",Walmart,irrelevant,gold_manual
876363,"Trading GE after earnings. Plus, the trade on Kroger & Novartis",Visa Inc.,irrelevant,gold_manual
2330953,"McDonald's workers, teachers rally in separate suburban May Day events",McDonald's,irrelevant,gold_manual
3561075,Lakers fall to Spurs in their California Classic finale,AT&T,irrelevant,gold_manual
6711493,"Uber drives onto Wall Street, but stock sinks below its IPO price",Uber,relevant,gold_manual
7401497,Aide says Trump 'accepts' US intel blaming Russia for hack,Intel,irrelevant,gold_manual
6112078,"Uber's Clever, Hidden Move: How Its Latest Fare Cuts Can Actually Lock In Its Drivers",Uber,irrelevant,gold_manual
7029033,Mid-Michigan Walmart store listed as possible coronavirus exposure site,Walmart,irrelevant,gold_manual
3274627,Astros to open 2018 season on the road against Rangers,AT&T,irrelevant,gold_manual
8352586,International students fight visa revocations and detentions in new federal lawsuits,Visa Inc.,irrelevant,gold_manual
4484141,"What To Watch On Netflix When It Snows, Based On Your Zodiac Sign",Netflix,irrelevant,gold_manual
9207244,Morgan Stanley Analyst Sees Long-term Growth Opportunities in Undervalued FIS Stock,Morgan Stanley,irrelevant,gold_manual
4661164,This Is How Much Netflix We're All Watching Every Day,Netflix,irrelevant,gold_manual
8117741,Athletics: Kenya's Korir misses out on visa for world championships,Visa Inc.,irrelevant,gold_manual
410976,Airbnb releases Enhanced Cleaning Protocol handbook,Airbnb,irrelevant,gold_manual
7306492,Skanska sells remaining stake in Bank of America Tower downtown,Bank of America,irrelevant,gold_manual
3418018,Samsung’s Galaxy Z Flip 3 is up to $500 off at Best Buy,AT&T,irrelevant,gold_manual
5122139,Morgan Stanley Restricts Coverage as Marchionne Eyes GM Deal,General Motors,irrelevant,gold_manual
3283425,Honoree tours Easterseals facilities,AT&T,irrelevant,gold_manual
7866688,Announcing Android Cloud Gaming Media Processing Delivery Solutions Based on the New Intel Data Center GPU Codenamed Arctic Sound-M,Intel,relevant,gold_manual
4635592,"Security startup Synack scores $21M investment from Microsoft, HPE and Singtel",Microsoft,irrelevant,gold_manual
2455117,A&E's 'Shipping Wars' features McDonald Auto Group owner and his World War 2 duck boat,McDonald's,irrelevant,gold_manual
3379734,Making a point about knives,AT&T,irrelevant,gold_manual
3441617,Bears vs. Panthers game today: Watch NFL Week 5 live stream free,AT&T,irrelevant,gold_manual
3172583,Fitbit employees charged with having stolen trade secrets,AT&T,irrelevant,gold_manual
3295718,Is Winter Finally Coming? HBO Braces for Post-'Game of Thrones' Landscape,AT&T,irrelevant,gold_manual
3003493,Dak Prescott leads Dallas Cowboys vs. hurting Chicago Bears,AT&T,irrelevant,gold_manual
7312095,Score an Apple Watch Series 7 for $299 at Walmart,Walmart,irrelevant,gold_manual
1004065,Milwaukee movies off the grid: April 21-23,Visa Inc.,irrelevant,gold_manual
6532294,"Uber safety driver of fatal self-driving crash was watching Hulu, not the road",Uber,irrelevant,gold_manual
6147129,California labor commission rules Uber drivers are employees,Uber,relevant,gold_manual
11910991,Stifel Maintains Buy Rating for FedEx: Here's What You Need To Know,FedEx,irrelevant,gold_manual
8630124,Regulator Blasts Wells Fargo for Deceptive Auto Insurance Program,Wells Fargo,relevant,gold_manual
3092975,The DOJ's AT&T-Time Warner case is political: Bibb,AT&T,irrelevant,gold_manual
7044782,"LIVESTREAMING SOCIAL COMMERCE PROVIDER, TALKSHOPLIVE, TEAMS UP WITH WALMART",Walmart,irrelevant,gold_manual
2944401,"Five thoughts: Texas Tech football announces 2016 schedule, including early road test, jam-packed finish",AT&T,irrelevant,gold_manual
10535791,Netflix Q2 Earnings Preview: Can the Streaming Giant's Run Continue?,Netflix,relevant,gold_manual
920242,EVTC Stock Price - Evertec Inc. Stock Quote (U.S.: NYSE),Visa Inc.,irrelevant,gold_manual
637595,Baptists and Walmart criticize rebel-themed Mississippi flag,Walmart,irrelevant,gold_manual
2572566,McDonald's All American Girls Game preview: Game plans and roster comparisons,McDonald's,irrelevant,gold_manual
640075,"Sony's best noise-cancelling headphones are $72 off right now at Amazon, Best Buy, and Walmart",Walmart,irrelevant,gold_manual
3016206,Celebrate closer EU union? Not with all that division,AT&T,irrelevant,gold_manual
3530239,Metallica Announce 2023-2024 World Tour,AT&T,irrelevant,gold_manual
812689,Visa dreams of turning your entire home into a cash register,Visa Inc.,relevant,gold_manual
7959892,U.S. swimmers' tall tale touches a raw nerve in Brazil,Visa Inc.,irrelevant,gold_manual
208082,"Don't let the sharing economy of Uber, Airbnb become the scofflaw economy",Airbnb,irrelevant,gold_manual
7810726,Trump apparently confirms sharing classified intel with Russians,Intel,irrelevant,gold_manual
3127376,New Cricket Wireless store opens in Harrisonville,AT&T,irrelevant,gold_manual
10334387,"If the trade situation worsens, look for stocks with this characteristic, Goldman Sachs says",Goldman Sachs,irrelevant,gold_manual
6322252,8 key findings on marijuana consumer trends from the 'Uber for weed',Uber,irrelevant,gold_manual
789418,"The Fatal Flaw in Trump’s Kinder, Gentler Travel Ban",Visa Inc.,irrelevant,gold_manual
8403808,The US canceled my mother's visa as she tried to visit her first grandchild,Visa Inc.,irrelevant,gold_manual
3379290,How to watch Ohio State football vs. Michigan FREE STREAM today,AT&T,irrelevant,gold_manual
8569626,Naperville News Digest,Visa Inc.,irrelevant,gold_manual
8427228,Exclusive-- Jim Jordan: Moderate and Conservative Reps. Frustrated with Speaker Ryan,Visa Inc.,irrelevant,gold_manual
4462657,Fuller House' Renewed for Fifth and Final Season on Netflix (Video),Netflix,irrelevant,gold_manual
7994637,Ex-leader of drug ring convicted in New Mexico homicide case,Visa Inc.,irrelevant,gold_manual
4378828,Justin Timberlake's new Netflix trailer will rock your body,Netflix,irrelevant,gold_manual
4349266,"Facebook denies giving Spotify, Netflix, other tech giants wider access to data without user permission",Netflix,irrelevant,gold_manual
3292775,5G networks are almost upon us. Will you be an early adopter?,AT&T,irrelevant,gold_manual
5144159,Trump says new auto tariffs being mulled after GM restructuring,General Motors,irrelevant,gold_manual
1573662,A Starbucks drive-thru could soon serve City College and Land Park,Starbucks,irrelevant,gold_manual
10409194,Goldman Sachs bought Commerzbank's claim in Saudi's biggest debt...,Goldman Sachs,relevant,gold_manual
4762085,Netflix Sets Screening Series ‘1975: Fifty Is the New Hollywood’ at Los Angeles’ Egyptian Theatre,Netflix,irrelevant,gold_manual
5354364,Andretti Partnering With GM For F1 Entry,General Motors,relevant,gold_manual
7340044,Intel's president on why it's critical to steer girls toward tech,Intel,irrelevant,gold_manual
4480445,Get Microsoft Office 2019 on sale for just A$30 — pay once and use it forever,Microsoft,irrelevant,gold_manual
2952771,Meet the humans of the world’s biggest tech show,AT&T,irrelevant,gold_manual
5057206,Ford's Lincoln Makes Play for GM-Dominates Big SUV Market,General Motors,irrelevant,gold_manual
3160624,Official who leaked Cohen's financial records did so out of alarm over missing documents,AT&T,irrelevant,gold_manual
8507331,Afghanistan’s neighbors watch warily as Taliban completes its dramatic takeover,Visa Inc.,irrelevant,gold_manual
3058299,"Fleury, Methot, Neal give Golden Knights a solid foundation",AT&T,irrelevant,gold_manual
3516408,"Batgirl,' David Zaslav and the End of Streaming Evangelism in Hollywood (Column)",AT&T,irrelevant,gold_manual
3054320,Speedway has one of the first residential tests of 5G in America. Here's what that means,AT&T,irrelevant,gold_manual
4767866,"Netflix Supports Brazilian Cinematheque Restoration With $875,000 Cash Donation",Netflix,irrelevant,gold_manual
373271,Airbnb wants to replace hotels at the Olympics,Airbnb,relevant,gold_manual
3262731,AT&T touts Time Warner merger at U.S. Senate hearing,AT&T,relevant,gold_manual
3255880,"Game of Thrones' Season Premiere Leak Helps Gamblers, Bookie Takes Bath",AT&T,irrelevant,gold_manual
4514618,Microsoft buys up more metro-Phoenix land for $37 million,Microsoft,relevant,gold_manual
7174684,"California woman attacked in Walmart, caught on video",Walmart,irrelevant,gold_manual
3633037,‘Cancel Netflix’ Campaign Backed By Elon Musk Explained,Netflix,irrelevant,gold_manual
10457319,Goldman Sachs believes Trump's tariffs leave U.S. in an 'event-driven' bear market,Goldman Sachs,irrelevant,gold_manual
5320381,LG Chem shares slide amid electric vehicle battery-fire probe with GM,General Motors,relevant,gold_manual
3226507,Best and worst moments from the Redskins’ 38-14 loss to the Cowboys,AT&T,irrelevant,gold_manual
4019523,Microsoft Still Facing Xbox 360 Lawsuit Surrounding Scratched Discs,Microsoft,irrelevant,gold_manual
10117724,Goldman Sachs to invest $184 million in Brazil storage company: executive,Goldman Sachs,relevant,gold_manual
3075475,AT&T-Time Warner Merger: Justice Department Not Stopping Acquisition,AT&T,relevant,gold_manual
6492152,Uber identifies items most commonly left behind,Uber,irrelevant,gold_manual
3350603,Defensive miscue opens door for Mariners as Tigers drop series finale,AT&T,irrelevant,gold_manual
1755612,Starbucks Barista Fired for Writing 'Pig' on Police Officers' Drinks,Starbucks,irrelevant,gold_manual
3468327,Marco Antonio Solís and Los Bukis Reunite For First Time in 25 Years For Three Shows,AT&T,irrelevant,gold_manual
3543591,Karl Malone's 'Pedophile' Past Resurfaces After NBA Taps Him to Judge Dunk Contest,AT&T,irrelevant,gold_manual
7141014,Walmart outlines stages of back-to-office plan,Walmart,irrelevant,gold_manual
8578567,Australia could deny Ye a visa because of his antisemitic remarks,Visa Inc.,irrelevant,gold_manual
2967602,Sports On the Air - April 10,AT&T,irrelevant,gold_manual
133852,Walmart's ‘Beautiful’ and 'Sturdy' $110 Floor Lamp Is on Sale for Just $38,Walmart,irrelevant,gold_manual
1075856,2 Trump Stories on Social Media You Shouldn't Believe,Visa Inc.,irrelevant,gold_manual
4139013,Netflix Oscar Shows Heavy Investment Is Paying Off,Netflix,relevant,gold_manual
4707219,Microsoft to Shut Down Skype,Microsoft,relevant,gold_manual
794029,"""60 Minutes"" examines H-1B visas outsourcing American jobs",Visa Inc.,irrelevant,gold_manual
7257856,Bank of America Sees 10% Further Upside for European Equities by Third-Quarter,Bank of America,irrelevant,gold_manual
10448571,argenx to Present at Goldman Sachs 46th Annual Global Healthcare Conference,Goldman Sachs,irrelevant,gold_manual
7292401,Walmart to Stop Offering Single-Use Bags,Walmart,relevant,gold_manual
6135324,"City council in Portland, Oregon, gives approval for Uber to operate",Uber,irrelevant,gold_manual
10135625,BRIEF-Janus Capital Group Q3 earnings per share $0.22,Goldman Sachs,irrelevant,gold_manual
3208638,At Least 60 Stores Will Keep Their Doors Closed On Thanksgiving Day 2018 — See The List,AT&T,irrelevant,gold_manual
3118082,Big shows headed to the San Antonio area,AT&T,irrelevant,gold_manual
450140,Airbnb hosts are trying to turn away inauguration rioters. One listing added a photo of Michelle Obama.,Airbnb,irrelevant,gold_manual
8394723,New Zealand Plans ‘Golden Visa’ Changes to Lure Wealthy Migrants,Visa Inc.,irrelevant,gold_manual
4132111,Everything coming to Netflix in March — and what's leaving,Netflix,irrelevant,gold_manual
6393817,An Uber Eats Delivery Guy Sent This Woman A Smart Ass Response And People Are Losing It,Uber,irrelevant,gold_manual
4078625,Making a Murderer: Netflix Outshines The Jinx With Stunning True-Crime Saga,Netflix,irrelevant,gold_manual
3408658,Christopher Nolan movie 'Tenet' delayed again amid coronavirus outbreak,AT&T,irrelevant,gold_manual
3127813,Rory McIlroy Misses Cut at Pebble Beach on Saturday by 2 Strokes,AT&T,irrelevant,gold_manual
213904,Who is Bradford James Gille? What we know about Walmart stabbing suspect,Walmart,irrelevant,gold_manual
8440699,Plan to end work permits for spouses of skilled visa workers leaves Minnesota families in limbo,Visa Inc.,irrelevant,gold_manual
4324681,"Accenture, EY, Google, Microsoft And Other Leaders Find Great Value In Employees With Disabilities",Microsoft,irrelevant,gold_manual
32369,Walmart’s new green product label is the most misleading yet,Walmart,irrelevant,gold_manual
6139001,"Uber Accused of Ripping Off Ideas, and Everything Else You Missed",Uber,irrelevant,gold_manual
1064479,Lawmakers Question Libra Amid Facebook Privacy Concerns,Visa Inc.,irrelevant,gold_manual
4241388,Microsoft’s Windows 10 Creators Update will launch April 11,Microsoft,relevant,gold_manual
6743837,"Walmart holiday quarter sales rise, ecommerce jumped 43 percent",Walmart,relevant,gold_manual
2962231,YouTube tunes into T-Mobile's Binge On at last,AT&T,irrelevant,gold_manual
4979994,Court rules GM is shielded from death claims by bankruptcy,General Motors,relevant,gold_manual
10296433,The CEO of Goldman Sachs cryptically tweeted about the bank's post-Brexit plans in the UK,Goldman Sachs,irrelevant,gold_manual
6632045,#DeleteUber: company automates account removal due to demand,Uber,irrelevant,gold_manual
580999,Is Walmart open on Thanksgiving in Milwaukee? Hours today Black Friday,Walmart,irrelevant,gold_manual
2958646,Phil Mickelson: Golfer's trophy drought continues,AT&T,irrelevant,gold_manual
4272265,Hold onto your soggy bottoms: 'The Great British Baking Show' is moving to Netflix,Netflix,irrelevant,gold_manual
8376764,Joe Biden is using every trick in the book to wipe away the Big Stink from his tenure — but nothing is working,Visa Inc.,irrelevant,gold_manual
6324981,No massages? Why Uber's workplace is different than other tech companies,Uber,irrelevant,gold_manual
3518775,A monumental case looks to crack open the world of auto-warranty robocalls,AT&T,irrelevant,gold_manual
1770804,Starbucks' Valentine's Menu Has Finally Arrived & It Includes 3 New Refreshers,Starbucks,irrelevant,gold_manual
2899741,San Clemente's issue with renovating beach bathrooms: Beige or white?,AT&T,irrelevant,gold_manual
474435,9 Disturbing Stories From People Who Say They Found Cameras in Their Airbnb,Airbnb,irrelevant,gold_manual
7387668,"Iran Already Sanitizing Nuclear Site, Intel Warns",Intel,irrelevant,gold_manual
7762957,"In light of Apple Silicon, should you buy the new Intel-based 2020 27-inch iMac?",Intel,irrelevant,gold_manual
7071049,"Watch: Looters In Philadelphia Run Out Of Walmart With TVs, Electronics",Walmart,irrelevant,gold_manual
4117635,Netflix Just Released a Surprise Sequel to Cloverfield,Netflix,irrelevant,gold_manual
8602107,Binance Card Holders Brace for Impact as Mastercard and Visa Reassess Ties,Visa Inc.,relevant,gold_manual
216381,"Walmart Yodel Boy Went on 'Ellen' and It Was, Uh, Something All Right",Walmart,irrelevant,gold_manual
2940704,Here Is Your WIRED Star Wars Challenge for Day 168,AT&T,irrelevant,gold_manual
383015,"Airbnb Drops Camel Rides But Giza’s Already Changing, Here’s What To Know",Airbnb,irrelevant,gold_manual
8354019,Morning Agenda: The Wells Fargo Clawback,Wells Fargo,relevant,gold_manual
3356015,"PGA Tour $1 million parlay picks, odds for the 2025 AT&T Pebble Beach Pro-Am: Get an epic return on a $10 bet",AT&T,irrelevant,gold_manual
3546559,"With DeSantis’s exit, Haley backers in New Hampshire see a flicker of hope.",AT&T,irrelevant,gold_manual
3898763,"Netflix's new Drew Barrymore zombie show 'Santa Clarita Diet' is a gory, disgusting mess",Netflix,irrelevant,gold_manual
3874453,Gilmore Girls: A Year in the Life': What to know before the Netflix revival premieres,Netflix,irrelevant,gold_manual
8598861,"Melanie Lynskey, Buffy The Vampire Slayer Willow Audition",Visa Inc.,irrelevant,gold_manual
745204,"Affidavit: Texas Chick-fil-A supervisor stole more than $100,000 over 3 years from restaurant",Visa Inc.,irrelevant,gold_manual
9529269,Made my night': Starbucks customer says barista gave her 3 extra-large Strawberry Açaí drinks for free after she only asked for a cup of water,Starbucks,irrelevant,gold_manual
7195126,"Companies unlikely to require COVID-19 vaccine, Walmart CEO says",Walmart,relevant,gold_manual
4304292,"Marvel’s ‘Iron Fist’ Canceled By Netflix, There Will Be No Season 3 For Danny Rand & Company",Netflix,irrelevant,gold_manual
8346622,"TwinSpires offer code for Preakness Stakes 2025: Get up to $400 in bonus funds, site review, promos",Visa Inc.,irrelevant,gold_manual
7344791,"Bank of America grants $250,000 to fine arts museum",Bank of America,irrelevant,gold_manual
4621624,Game of Thrones Creators David Benioff and D.B. Weiss Sign Massive Overall Deal With Netflix,Netflix,relevant,gold_manual
7534699,Cramer: I have faith others can take charge at Intel after Brian Krzanich's ouster,Intel,irrelevant,gold_manual
3569678,Speed Read: Comedian Maria Bamford Takes Us Inside Her Darkest Thoughts,AT&T,irrelevant,gold_manual
10144227,Why Bernie Sanders should talk A LOT more about Hillary Clinton and Goldman Sachs,Goldman Sachs,irrelevant,gold_manual
3318928,Doubts Linger About CBS-Viacom Merger,AT&T,irrelevant,gold_manual
8112301,ICE says detained Maine police officer overstayed visa. The chief says he cleared a federal check,Visa Inc.,irrelevant,gold_manual
3021900,Alabama-Clemson: How did ESPN do in national championship?,AT&T,irrelevant,gold_manual
6225097,"""Really ruined my day for no reason"": Uber rider says driver deliberately sabotaged her trip to critical sonogram appointment",Uber,irrelevant,gold_manual
5207044,Teamsters refusing to transport GM vehicles in solidarity with UAW,General Motors,relevant,gold_manual
2965080,Time Warner says it's giving up on efforts to sign other providers to carry Dodgers,AT&T,irrelevant,gold_manual
3495052,AT&T finally finds buyer for Xandr advertising business in Microsoft,AT&T,relevant,gold_manual
3262424,Verizon says it won’t launch fake 5G icons like AT&T did,AT&T,irrelevant,gold_manual
2926302,AT&T purchase of DirecTV set to close after approval from FCC,AT&T,relevant,gold_manual
3501067,"AT&T, Wells Fargo fall; Fastenal, Bank of New York Mellon rise, Friday, 7/12/2024",AT&T,irrelevant,gold_manual
3093081,AT&T says timing of Time Warner deal completion now uncertain,AT&T,relevant,gold_manual
3313528,AT&T CEO Calls 'Crickets' From CBS On Carriage Fight,AT&T,relevant,gold_manual
3477632,General Motors and AT&T will offer 5G connectivity in certain vehicles from model year 2024,AT&T,relevant,gold_manual
3057938,DirecTV Now tempts potential subscribers with free Roku box,AT&T,irrelevant,gold_manual
3271677,Speed Round: Cody Gribble's final round at AT&T Pebble Beach Pro-Am,AT&T,irrelevant,gold_manual
468951,The scariest house on Airbnb is the 'Hocus Pocus' cottage,Airbnb,irrelevant,gold_manual
357737,"Broken windows, shootings, bathroom lock-ins. How to prevent someone from hosting an all-night rager in your Airbnb",Airbnb,irrelevant,gold_manual
363655,This Digital Sheriff Helps Cities Wrangle Airbnb Rules,Airbnb,irrelevant,gold_manual
424603,Airbnb received a cloud contract extension this year as the pandemic raged,Airbnb,relevant,gold_manual
211729,"With rental rules set to change, can Airbnb succeed in Japan?",Airbnb,relevant,gold_manual
477820,AirBnB says people are still spending big on travel and but they're choosing shorter stays in bigger cities,Airbnb,relevant,gold_manual
297710,Could an Airbnb be opening in your neighborhood? It depends,Airbnb,irrelevant,gold_manual
295216,"Airbnb seeks to broaden appeal, adds more hotel listings, loyalty program",Airbnb,relevant,gold_manual
492006,Airbnb is verifying all properties in its top five markets including the U.S.,Airbnb,irrelevant,gold_manual
430838,'Grace'-Land: Jeff Buckley's Memphis Home Is Being Turned Into a 'Tribute' Airbnb,Airbnb,irrelevant,gold_manual
3416936,"Amazon flexes muscles over Seattle tax threat, halting construction on a new office tower",Amazon,relevant,gold_manual
2782343,"Amazon unveils new smart-home products, but are consumers ready?",Amazon,relevant,gold_manual
2655551,Xbox One with new controller and more storage appears on Amazon,Amazon,irrelevant,gold_manual
11100451,"Five things you need to know today, and after last night I have no doubt Amazon will rule the world",Amazon,irrelevant,gold_manual
11142160,UPDATE 1-Amazon to launch video streaming service in Japan,Amazon,relevant,gold_manual
2619201,Amazon Giveaway lets anyone run a sweepstakes and rack up Twitter followers,Amazon,irrelevant,gold_manual
3096969,"After Whirlpool gets slammed from Amazon-Sears deal, JPMorgan calls fears 'overdone'",Amazon,irrelevant,gold_manual
3490156,FDA chief on Amazon's health-care move: 'Disruptive competition is a good thing',Amazon,relevant,gold_manual
11498784,"Even with Whole Foods, Amazon would need many more warehouses to reshape grocery delivery",Amazon,relevant,gold_manual
3147691,Could The Whole Foods Acquisition Undermine America's Biggest Consumer Brands?,Amazon,irrelevant,gold_manual
10919001,"Amazon, Apple and Facebook Once Led the Market. Now They Are Driving It Down.",Apple Inc.,irrelevant,gold_manual
