id,title,company_name,label
584249,"Samsung's Most Luxurious TV Is $2,500 Off at Walmart for Presidents Day",Walmart,irrelevant
8362680,U.S. detention of European and Canadian tourists creates fear over traveling to America,Visa Inc.,irrelevant
3397410,Visiongain Publishes Top 20 Connected Aircraft Companies 2020 Report,AT&T,irrelevant
6428710,"Sidecar – Uber, Lyft Competitor in Ride-Sharing – Goes Belly Up",Uber,irrelevant
1025677,His son was killed by the Mexican cartel. This father was faced with the decision: Move or die,Visa Inc.,irrelevant
3367111,Where to watch 49ers vs Dolphins game today: Free live stream,AT&T,irrelevant
3027670,The FCC OKs Streaming for Free—But Net Neutrality Will Pay,AT&T,irrelevant
7431643,‘This is a gut check time’: Dan Rather demands Congress make Trump’s intel fiasco their ‘top priority’,Intel,irrelevant
8498873,From Russia with love: Successful KHL season could relaunch Wideman's NHL career,Visa Inc.,irrelevant
3576276,"MetLife gets '26 WC final, USMNT kicks off in L.A.",AT&T,irrelevant
4693982,"Gugu Mbatha-Raw, Richard Madden to Star in Netflix Thriller ‘Trinity’",Netflix,irrelevant
3136150,"Spurs brace for red-hot Davis, Pelicans",AT&T,irrelevant
3977873,"Netflix's Grand, Daring, Maybe Crazy Plan to Conquer the World",Netflix,irrelevant
5144297,Lordstown shifts gear to shakier future after GM announcement,General Motors,irrelevant
437672,Skillz Hires Airbnb Executive Ian Lee As CFO,Airbnb,irrelevant
6667230,Uber lawyer says class action trial in California could set a risky...,Uber,relevant
226236,"Chobani partners with Airbnb, MasterCard to help end refugee crisis",Airbnb,irrelevant
3486973,"Democrats question TV carriers' decisions to host Fox, OAN and Newsmax, citing 'misinformation'",AT&T,irrelevant
4061011,Why Did Netflix Decide to Move Forward With a Final Season of House of Cards?,Netflix,irrelevant
6969880,Prosecutors: South Carolina man killed Uber rider in 2019,Uber,irrelevant
1870457,Starbucks union workers in Buffalo walk out over ‘unsafe’ conditions,Starbucks,relevant
10532856,Post Holdings Appoints Dorothy M. Burwell To Board Of Directors,Goldman Sachs,irrelevant
2887384,"Apple Has New iPhone Satellite Features in the Works, Report Says",Apple Inc.,irrelevant
3405712,Mike Perry says he wasn't drug tested vs. Jake Paul: 'I was surprised',AT&T,irrelevant
3989525,Microsoft’s Last Windows Update For 600 Million Users—Act Now,Microsoft,irrelevant
3175755,Are mergers good or bad for the economy?,AT&T,irrelevant
11895448,Fedex Expects Fewer Packages During Holiday Season,FedEx,relevant
8575384,A Trump Manhattan hush money conviction would punch a hole in his election hopes: report,Visa Inc.,irrelevant
7147377,"Walmart Deals for Days sale is live – TVs, AirPods, Instant Pot, laptops, and more",Walmart,irrelevant
4764892,How Everyday Life in a Real Arctic Community Inspired Netflix’s North of North,Netflix,irrelevant
2932045,59 Twists & Turns to Verizon's Calculated Play to Go Wireless and to Dismantle & Trash the State-Based Wired Utilities,AT&T,irrelevant
5105715,China Seen Hitting GM On Price Fixing Amid Trump Rhetoric | Stock News Stock Market Analysis,General Motors,relevant
714615,Giants manager Bruce Bochy recovering from shoulder surgery,Visa Inc.,irrelevant
3048783,Carmelo Anthony Sends Love to La La Amid Split Drama,AT&T,irrelevant
962852,Report: Visa Overstays More Common Than Illegal Border Entries; Mexicans The Most Likely to Overstay,Visa Inc.,irrelevant
3744784,"Netflix's '13 Reasons Why,' TNT's 'Animal Kingdom' Receive California Tax Credits",Netflix,irrelevant
7414030,Intel Buys Mobileye for $15.3bn,Intel,relevant
7443461,Intel officials detail how Russian cyberattacks sought to interfere with U.S. elections,Intel,irrelevant
1016953,"21 Savage Is Released After Immigration Arrest, Lawyer Says",Visa Inc.,irrelevant
3615230,New on Netflix in November 2025 — The Full List of Movies and TV Shows,Netflix,irrelevant
4187894,Microsoft’s iPhone keyboard takes aim at Google with new built-in search,Microsoft,irrelevant
147514,"Walmart is selling a $110 Coca-Cola mini fridge for only $50, and it has a built-in Bluetooth speaker",Walmart,irrelevant
499306,"Watch Out Walmart, Amazon Is Making Inroads In Grocery",Walmart,irrelevant
876363,"Trading GE after earnings. Plus, the trade on Kroger & Novartis",Visa Inc.,irrelevant
2330953,"McDonald's workers, teachers rally in separate suburban May Day events",McDonald's,irrelevant
3561075,Lakers fall to Spurs in their California Classic finale,AT&T,irrelevant
6711493,"Uber drives onto Wall Street, but stock sinks below its IPO price",Uber,relevant
7401497,Aide says Trump 'accepts' US intel blaming Russia for hack,Intel,irrelevant
6112078,"Uber's Clever, Hidden Move: How Its Latest Fare Cuts Can Actually Lock In Its Drivers",Uber,irrelevant
7029033,Mid-Michigan Walmart store listed as possible coronavirus exposure site,Walmart,irrelevant
3274627,Astros to open 2018 season on the road against Rangers,AT&T,irrelevant
8352586,International students fight visa revocations and detentions in new federal lawsuits,Visa Inc.,irrelevant
4484141,"What To Watch On Netflix When It Snows, Based On Your Zodiac Sign",Netflix,irrelevant
9207244,Morgan Stanley Analyst Sees Long-term Growth Opportunities in Undervalued FIS Stock,Morgan Stanley,irrelevant
4661164,This Is How Much Netflix We're All Watching Every Day,Netflix,irrelevant
8117741,Athletics: Kenya's Korir misses out on visa for world championships,Visa Inc.,irrelevant
410976,Airbnb releases Enhanced Cleaning Protocol handbook,Airbnb,irrelevant
7306492,Skanska sells remaining stake in Bank of America Tower downtown,Bank of America,irrelevant
3418018,Samsung’s Galaxy Z Flip 3 is up to $500 off at Best Buy,AT&T,irrelevant
5122139,Morgan Stanley Restricts Coverage as Marchionne Eyes GM Deal,General Motors,irrelevant
3283425,Honoree tours Easterseals facilities,AT&T,irrelevant
7866688,Announcing Android Cloud Gaming Media Processing Delivery Solutions Based on the New Intel Data Center GPU Codenamed Arctic Sound-M,Intel,relevant
4635592,"Security startup Synack scores $21M investment from Microsoft, HPE and Singtel",Microsoft,irrelevant
2455117,A&E's 'Shipping Wars' features McDonald Auto Group owner and his World War 2 duck boat,McDonald's,irrelevant
3379734,Making a point about knives,AT&T,irrelevant
3441617,Bears vs. Panthers game today: Watch NFL Week 5 live stream free,AT&T,irrelevant
3172583,Fitbit employees charged with having stolen trade secrets,AT&T,irrelevant
3295718,Is Winter Finally Coming? HBO Braces for Post-'Game of Thrones' Landscape,AT&T,irrelevant
3003493,Dak Prescott leads Dallas Cowboys vs. hurting Chicago Bears,AT&T,irrelevant
7312095,Score an Apple Watch Series 7 for $299 at Walmart,Walmart,irrelevant
1004065,Milwaukee movies off the grid: April 21-23,Visa Inc.,irrelevant
6532294,"Uber safety driver of fatal self-driving crash was watching Hulu, not the road",Uber,irrelevant
6147129,California labor commission rules Uber drivers are employees,Uber,relevant
11910991,Stifel Maintains Buy Rating for FedEx: Here's What You Need To Know,FedEx,irrelevant
8630124,Regulator Blasts Wells Fargo for Deceptive Auto Insurance Program,Wells Fargo,relevant
3092975,The DOJ's AT&T-Time Warner case is political: Bibb,AT&T,irrelevant
7044782,"LIVESTREAMING SOCIAL COMMERCE PROVIDER, TALKSHOPLIVE, TEAMS UP WITH WALMART",Walmart,irrelevant
2944401,"Five thoughts: Texas Tech football announces 2016 schedule, including early road test, jam-packed finish",AT&T,irrelevant
10535791,Netflix Q2 Earnings Preview: Can the Streaming Giant's Run Continue?,Netflix,relevant
920242,EVTC Stock Price - Evertec Inc. Stock Quote (U.S.: NYSE),Visa Inc.,irrelevant
637595,Baptists and Walmart criticize rebel-themed Mississippi flag,Walmart,irrelevant
2572566,McDonald's All American Girls Game preview: Game plans and roster comparisons,McDonald's,irrelevant
640075,"Sony's best noise-cancelling headphones are $72 off right now at Amazon, Best Buy, and Walmart",Walmart,irrelevant
3016206,Celebrate closer EU union? Not with all that division,AT&T,irrelevant
3530239,Metallica Announce 2023-2024 World Tour,AT&T,irrelevant
812689,Visa dreams of turning your entire home into a cash register,Visa Inc.,relevant
7959892,U.S. swimmers' tall tale touches a raw nerve in Brazil,Visa Inc.,irrelevant
208082,"Don't let the sharing economy of Uber, Airbnb become the scofflaw economy",Airbnb,irrelevant
7810726,Trump apparently confirms sharing classified intel with Russians,Intel,irrelevant
3127376,New Cricket Wireless store opens in Harrisonville,AT&T,irrelevant
10334387,"If the trade situation worsens, look for stocks with this characteristic, Goldman Sachs says",Goldman Sachs,irrelevant
6322252,8 key findings on marijuana consumer trends from the 'Uber for weed',Uber,irrelevant
789418,"The Fatal Flaw in Trump’s Kinder, Gentler Travel Ban",Visa Inc.,irrelevant
8403808,The US canceled my mother's visa as she tried to visit her first grandchild,Visa Inc.,irrelevant
3379290,How to watch Ohio State football vs. Michigan FREE STREAM today,AT&T,irrelevant
8569626,Naperville News Digest,Visa Inc.,irrelevant
8427228,Exclusive-- Jim Jordan: Moderate and Conservative Reps. Frustrated with Speaker Ryan,Visa Inc.,irrelevant
4462657,Fuller House' Renewed for Fifth and Final Season on Netflix (Video),Netflix,irrelevant
7994637,Ex-leader of drug ring convicted in New Mexico homicide case,Visa Inc.,irrelevant
4378828,Justin Timberlake's new Netflix trailer will rock your body,Netflix,irrelevant
4349266,"Facebook denies giving Spotify, Netflix, other tech giants wider access to data without user permission",Netflix,irrelevant
3292775,5G networks are almost upon us. Will you be an early adopter?,AT&T,irrelevant
5144159,Trump says new auto tariffs being mulled after GM restructuring,General Motors,irrelevant
1573662,A Starbucks drive-thru could soon serve City College and Land Park,Starbucks,irrelevant
10409194,Goldman Sachs bought Commerzbank's claim in Saudi's biggest debt...,Goldman Sachs,relevant
4762085,Netflix Sets Screening Series ‘1975: Fifty Is the New Hollywood’ at Los Angeles’ Egyptian Theatre,Netflix,irrelevant
5354364,Andretti Partnering With GM For F1 Entry,General Motors,relevant
7340044,Intel's president on why it's critical to steer girls toward tech,Intel,irrelevant
4480445,Get Microsoft Office 2019 on sale for just A$30 — pay once and use it forever,Microsoft,irrelevant
2952771,Meet the humans of the world’s biggest tech show,AT&T,irrelevant
5057206,Ford's Lincoln Makes Play for GM-Dominates Big SUV Market,General Motors,irrelevant
3160624,Official who leaked Cohen's financial records did so out of alarm over missing documents,AT&T,irrelevant
8507331,Afghanistan’s neighbors watch warily as Taliban completes its dramatic takeover,Visa Inc.,irrelevant
3058299,"Fleury, Methot, Neal give Golden Knights a solid foundation",AT&T,irrelevant
3516408,"Batgirl,' David Zaslav and the End of Streaming Evangelism in Hollywood (Column)",AT&T,irrelevant
3054320,Speedway has one of the first residential tests of 5G in America. Here's what that means,AT&T,irrelevant
4767866,"Netflix Supports Brazilian Cinematheque Restoration With $875,000 Cash Donation",Netflix,irrelevant
373271,Airbnb wants to replace hotels at the Olympics,Airbnb,relevant
3262731,AT&T touts Time Warner merger at U.S. Senate hearing,AT&T,relevant
3255880,"Game of Thrones' Season Premiere Leak Helps Gamblers, Bookie Takes Bath",AT&T,irrelevant
4514618,Microsoft buys up more metro-Phoenix land for $37 million,Microsoft,relevant
7174684,"California woman attacked in Walmart, caught on video",Walmart,irrelevant
3633037,‘Cancel Netflix’ Campaign Backed By Elon Musk Explained,Netflix,irrelevant
10457319,Goldman Sachs believes Trump's tariffs leave U.S. in an 'event-driven' bear market,Goldman Sachs,irrelevant
5320381,LG Chem shares slide amid electric vehicle battery-fire probe with GM,General Motors,relevant
3226507,Best and worst moments from the Redskins’ 38-14 loss to the Cowboys,AT&T,irrelevant
4019523,Microsoft Still Facing Xbox 360 Lawsuit Surrounding Scratched Discs,Microsoft,irrelevant
10117724,Goldman Sachs to invest $184 million in Brazil storage company: executive,Goldman Sachs,relevant
3075475,AT&T-Time Warner Merger: Justice Department Not Stopping Acquisition,AT&T,relevant
6492152,Uber identifies items most commonly left behind,Uber,irrelevant
3350603,Defensive miscue opens door for Mariners as Tigers drop series finale,AT&T,irrelevant
1755612,Starbucks Barista Fired for Writing 'Pig' on Police Officers' Drinks,Starbucks,irrelevant
3468327,Marco Antonio Solís and Los Bukis Reunite For First Time in 25 Years For Three Shows,AT&T,irrelevant
3543591,Karl Malone's 'Pedophile' Past Resurfaces After NBA Taps Him to Judge Dunk Contest,AT&T,irrelevant
7141014,Walmart outlines stages of back-to-office plan,Walmart,irrelevant
8578567,Australia could deny Ye a visa because of his antisemitic remarks,Visa Inc.,irrelevant
2967602,Sports On the Air - April 10,AT&T,irrelevant
133852,Walmart's ‘Beautiful’ and 'Sturdy' $110 Floor Lamp Is on Sale for Just $38,Walmart,irrelevant
1075856,2 Trump Stories on Social Media You Shouldn't Believe,Visa Inc.,irrelevant
4139013,Netflix Oscar Shows Heavy Investment Is Paying Off,Netflix,relevant
4707219,Microsoft to Shut Down Skype,Microsoft,relevant
794029,"""60 Minutes"" examines H-1B visas outsourcing American jobs",Visa Inc.,irrelevant
7257856,Bank of America Sees 10% Further Upside for European Equities by Third-Quarter,Bank of America,irrelevant
10448571,argenx to Present at Goldman Sachs 46th Annual Global Healthcare Conference,Goldman Sachs,irrelevant
7292401,Walmart to Stop Offering Single-Use Bags,Walmart,relevant
6135324,"City council in Portland, Oregon, gives approval for Uber to operate",Uber,irrelevant
10135625,BRIEF-Janus Capital Group Q3 earnings per share $0.22,Goldman Sachs,irrelevant
3208638,At Least 60 Stores Will Keep Their Doors Closed On Thanksgiving Day 2018 — See The List,AT&T,irrelevant
3118082,Big shows headed to the San Antonio area,AT&T,irrelevant
450140,Airbnb hosts are trying to turn away inauguration rioters. One listing added a photo of Michelle Obama.,Airbnb,irrelevant
8394723,New Zealand Plans ‘Golden Visa’ Changes to Lure Wealthy Migrants,Visa Inc.,irrelevant
4132111,Everything coming to Netflix in March — and what's leaving,Netflix,irrelevant
6393817,An Uber Eats Delivery Guy Sent This Woman A Smart Ass Response And People Are Losing It,Uber,irrelevant
4078625,Making a Murderer: Netflix Outshines The Jinx With Stunning True-Crime Saga,Netflix,irrelevant
3408658,Christopher Nolan movie 'Tenet' delayed again amid coronavirus outbreak,AT&T,irrelevant
3127813,Rory McIlroy Misses Cut at Pebble Beach on Saturday by 2 Strokes,AT&T,irrelevant
213904,Who is Bradford James Gille? What we know about Walmart stabbing suspect,Walmart,irrelevant
8440699,Plan to end work permits for spouses of skilled visa workers leaves Minnesota families in limbo,Visa Inc.,irrelevant
4324681,"Accenture, EY, Google, Microsoft And Other Leaders Find Great Value In Employees With Disabilities",Microsoft,irrelevant
32369,Walmart’s new green product label is the most misleading yet,Walmart,irrelevant
6139001,"Uber Accused of Ripping Off Ideas, and Everything Else You Missed",Uber,irrelevant
1064479,Lawmakers Question Libra Amid Facebook Privacy Concerns,Visa Inc.,irrelevant
4241388,Microsoft’s Windows 10 Creators Update will launch April 11,Microsoft,relevant
6743837,"Walmart holiday quarter sales rise, ecommerce jumped 43 percent",Walmart,relevant
2962231,YouTube tunes into T-Mobile's Binge On at last,AT&T,irrelevant
4979994,Court rules GM is shielded from death claims by bankruptcy,General Motors,relevant
10296433,The CEO of Goldman Sachs cryptically tweeted about the bank's post-Brexit plans in the UK,Goldman Sachs,irrelevant
6632045,#DeleteUber: company automates account removal due to demand,Uber,irrelevant
580999,Is Walmart open on Thanksgiving in Milwaukee? Hours today Black Friday,Walmart,irrelevant
2958646,Phil Mickelson: Golfer's trophy drought continues,AT&T,irrelevant
4272265,Hold onto your soggy bottoms: 'The Great British Baking Show' is moving to Netflix,Netflix,irrelevant
8376764,Joe Biden is using every trick in the book to wipe away the Big Stink from his tenure — but nothing is working,Visa Inc.,irrelevant
6324981,No massages? Why Uber's workplace is different than other tech companies,Uber,irrelevant
3518775,A monumental case looks to crack open the world of auto-warranty robocalls,AT&T,irrelevant
1770804,Starbucks' Valentine's Menu Has Finally Arrived & It Includes 3 New Refreshers,Starbucks,irrelevant
2899741,San Clemente's issue with renovating beach bathrooms: Beige or white?,AT&T,irrelevant
474435,9 Disturbing Stories From People Who Say They Found Cameras in Their Airbnb,Airbnb,irrelevant
7387668,"Iran Already Sanitizing Nuclear Site, Intel Warns",Intel,irrelevant
7762957,"In light of Apple Silicon, should you buy the new Intel-based 2020 27-inch iMac?",Intel,irrelevant
7071049,"Watch: Looters In Philadelphia Run Out Of Walmart With TVs, Electronics",Walmart,irrelevant
4117635,Netflix Just Released a Surprise Sequel to Cloverfield,Netflix,irrelevant
8602107,Binance Card Holders Brace for Impact as Mastercard and Visa Reassess Ties,Visa Inc.,relevant
216381,"Walmart Yodel Boy Went on 'Ellen' and It Was, Uh, Something All Right",Walmart,irrelevant
2940704,Here Is Your WIRED Star Wars Challenge for Day 168,AT&T,irrelevant
383015,"Airbnb Drops Camel Rides But Giza’s Already Changing, Here’s What To Know",Airbnb,irrelevant
8354019,Morning Agenda: The Wells Fargo Clawback,Wells Fargo,relevant
3356015,"PGA Tour $1 million parlay picks, odds for the 2025 AT&T Pebble Beach Pro-Am: Get an epic return on a $10 bet",AT&T,irrelevant
3546559,"With DeSantis’s exit, Haley backers in New Hampshire see a flicker of hope.",AT&T,irrelevant
3898763,"Netflix's new Drew Barrymore zombie show 'Santa Clarita Diet' is a gory, disgusting mess",Netflix,irrelevant
3874453,Gilmore Girls: A Year in the Life': What to know before the Netflix revival premieres,Netflix,irrelevant
8598861,"Melanie Lynskey, Buffy The Vampire Slayer Willow Audition",Visa Inc.,irrelevant
745204,"Affidavit: Texas Chick-fil-A supervisor stole more than $100,000 over 3 years from restaurant",Visa Inc.,irrelevant
9529269,Made my night': Starbucks customer says barista gave her 3 extra-large Strawberry Açaí drinks for free after she only asked for a cup of water,Starbucks,irrelevant
7195126,"Companies unlikely to require COVID-19 vaccine, Walmart CEO says",Walmart,relevant
4304292,"Marvel’s ‘Iron Fist’ Canceled By Netflix, There Will Be No Season 3 For Danny Rand & Company",Netflix,irrelevant
8346622,"TwinSpires offer code for Preakness Stakes 2025: Get up to $400 in bonus funds, site review, promos",Visa Inc.,irrelevant
7344791,"Bank of America grants $250,000 to fine arts museum",Bank of America,irrelevant
4621624,Game of Thrones Creators David Benioff and D.B. Weiss Sign Massive Overall Deal With Netflix,Netflix,relevant
7534699,Cramer: I have faith others can take charge at Intel after Brian Krzanich's ouster,Intel,irrelevant
3569678,Speed Read: Comedian Maria Bamford Takes Us Inside Her Darkest Thoughts,AT&T,irrelevant
10144227,Why Bernie Sanders should talk A LOT more about Hillary Clinton and Goldman Sachs,Goldman Sachs,irrelevant
3318928,Doubts Linger About CBS-Viacom Merger,AT&T,irrelevant
8112301,ICE says detained Maine police officer overstayed visa. The chief says he cleared a federal check,Visa Inc.,irrelevant
3021900,Alabama-Clemson: How did ESPN do in national championship?,AT&T,irrelevant
6225097,"""Really ruined my day for no reason"": Uber rider says driver deliberately sabotaged her trip to critical sonogram appointment",Uber,irrelevant
5207044,Teamsters refusing to transport GM vehicles in solidarity with UAW,General Motors,relevant
2965080,Time Warner says it's giving up on efforts to sign other providers to carry Dodgers,AT&T,irrelevant
3495052,AT&T finally finds buyer for Xandr advertising business in Microsoft,AT&T,relevant
3262424,Verizon says it won’t launch fake 5G icons like AT&T did,AT&T,irrelevant
2926302,AT&T purchase of DirecTV set to close after approval from FCC,AT&T,relevant
3501067,"AT&T, Wells Fargo fall; Fastenal, Bank of New York Mellon rise, Friday, 7/12/2024",AT&T,irrelevant
3093081,AT&T says timing of Time Warner deal completion now uncertain,AT&T,relevant
3313528,AT&T CEO Calls 'Crickets' From CBS On Carriage Fight,AT&T,relevant
3477632,General Motors and AT&T will offer 5G connectivity in certain vehicles from model year 2024,AT&T,relevant
3057938,DirecTV Now tempts potential subscribers with free Roku box,AT&T,irrelevant
3271677,Speed Round: Cody Gribble's final round at AT&T Pebble Beach Pro-Am,AT&T,irrelevant
468951,The scariest house on Airbnb is the 'Hocus Pocus' cottage,Airbnb,irrelevant
357737,"Broken windows, shootings, bathroom lock-ins. How to prevent someone from hosting an all-night rager in your Airbnb",Airbnb,irrelevant
363655,This Digital Sheriff Helps Cities Wrangle Airbnb Rules,Airbnb,irrelevant
424603,Airbnb received a cloud contract extension this year as the pandemic raged,Airbnb,relevant
211729,"With rental rules set to change, can Airbnb succeed in Japan?",Airbnb,relevant
477820,AirBnB says people are still spending big on travel and but they're choosing shorter stays in bigger cities,Airbnb,relevant
297710,Could an Airbnb be opening in your neighborhood? It depends,Airbnb,irrelevant
295216,"Airbnb seeks to broaden appeal, adds more hotel listings, loyalty program",Airbnb,relevant
492006,Airbnb is verifying all properties in its top five markets including the U.S.,Airbnb,irrelevant
430838,'Grace'-Land: Jeff Buckley's Memphis Home Is Being Turned Into a 'Tribute' Airbnb,Airbnb,irrelevant
3416936,"Amazon flexes muscles over Seattle tax threat, halting construction on a new office tower",Amazon,relevant
2782343,"Amazon unveils new smart-home products, but are consumers ready?",Amazon,relevant
2655551,Xbox One with new controller and more storage appears on Amazon,Amazon,irrelevant
11100451,"Five things you need to know today, and after last night I have no doubt Amazon will rule the world",Amazon,irrelevant
11142160,UPDATE 1-Amazon to launch video streaming service in Japan,Amazon,relevant
2619201,Amazon Giveaway lets anyone run a sweepstakes and rack up Twitter followers,Amazon,irrelevant
3096969,"After Whirlpool gets slammed from Amazon-Sears deal, JPMorgan calls fears 'overdone'",Amazon,irrelevant
3490156,FDA chief on Amazon's health-care move: 'Disruptive competition is a good thing',Amazon,relevant
11498784,"Even with Whole Foods, Amazon would need many more warehouses to reshape grocery delivery",Amazon,relevant
3147691,Could The Whole Foods Acquisition Undermine America's Biggest Consumer Brands?,Amazon,irrelevant
10919001,"Amazon, Apple and Facebook Once Led the Market. Now They Are Driving It Down.",Apple Inc.,irrelevant
10522655,Daily Report: Alphabet Eclipses Apple to Become the Most Valuable Company,Apple Inc.,irrelevant
9626426,Apple Chief Calls Court Order to Unlock iPhone ‘Unprecedented Step’,Apple Inc.,relevant
10152529,ESPN’s Apple TV app now lets you watch four games at once,Apple Inc.,irrelevant
9937679,Apple is investing $1 billion in Softbank's Vision Fund,Apple Inc.,relevant
10837312,Apple revenue rises on higher-than-expected iPhone shipments,Apple Inc.,relevant
10606281,Apple iPhone chip supplier says virus will delay shipments,Apple Inc.,irrelevant
11413418,"Apple Music Invites You to Chill to Muzak-y Versions of Songs From UMG Artists Including Katy Perry, Kacey Musgraves",Apple Inc.,irrelevant
9563878,Enlisting Apple and Google to fight terrorists: Is it a good idea?,Apple Inc.,irrelevant
9368407,"Apple's music service may fight Spotify with exclusives, not price",Apple Inc.,irrelevant
11677509,Warren Buffett watcher echoes warning on bitcoin: 'We're probably near the top of a bubble',Berkshire Hathaway,irrelevant
11766275,Brett Veatch ranked among top 1/2% of Berkshire Hathaway Real Estate Brokers,Berkshire Hathaway,irrelevant
11706222,"In Bullish Move, Buffett’s Berkshire Lifts Cap on Buybacks",Berkshire Hathaway,relevant
11784132,"No chance Warren Buffett is doing something ‘deeply evil,’ says Charlie Munger",Berkshire Hathaway,irrelevant
11745264,Warren Buffett’s Berkshire Isn’t Getting the Love for Its Apple Stake,Berkshire Hathaway,relevant
11733284,Warren Buffett’s annual lunch auction starts Sunday evening,Berkshire Hathaway,irrelevant
11712408,Fire Warren Buffett? Investors obsessed with quarterly performance probably would,Berkshire Hathaway,irrelevant
11781023,"Warren Buffett Sold His Only REIT Last Year, But He's Betting Big On Housing With Three New Investments",Berkshire Hathaway,relevant
11700745,BRIEF-Berkshire Hathaway Energy says agreement to acquire Oncor...,Berkshire Hathaway,relevant
11638953,"After Berkshire Hathaway deal, Portland charities call out Precision Castparts for lack of community investment",Berkshire Hathaway,irrelevant
12011608,UK To Deeply Scrutinize Broadcom-Vmware Deal,Broadcom,relevant
12005505,Broadcom Unusual Options Activity For May 21,Broadcom,irrelevant
11945558,Broadcom profit and revenue miss forecasts,Broadcom,relevant
12008392,"Broadcom Inc. Announces Conversion Date for Mandatory Convertible Preferred Stock, Series A",Broadcom,relevant
11948559,BRIEF-Broadcom: Maslowski's employment with the company has been terminated,Broadcom,relevant
12016859,Broadcom and Google Cloud Announce License Portability Support for VMware Cloud Foundation on Google Cloud VMware Engine,Broadcom,relevant
12011574,Broadcom Unusual Options Activity For March 16,Broadcom,irrelevant
12016874,"Broadcom, Dollar General Earnings and More to Watch",Broadcom,irrelevant
12011135,Broadcom stock dinged in final minutes on report Apple working on its own WiFi/Bluetooth chips,Broadcom,relevant
12010766,After-Hours Action: Why Broadcom Stock Is On The Move,Broadcom,irrelevant
7453086,"Oil And Gas Deals Accelerate As Shell, ExxonMobil Exit California",ExxonMobil,relevant
1098045,"ExxonMobil Wins An Anti-SLAPP Motion In Texas, While Landry's Loses",ExxonMobil,relevant
7447972,ExxonMobil Wishes Australia a 'Fun' New Year as Country Burns in Climate Crisis,ExxonMobil,irrelevant
1083163,Exxon Mobil Beats On Earnings While Sales Fall Short,ExxonMobil,relevant
1088698,"ExxonMobil's run may be running out of steam, Bank of America says",ExxonMobil,irrelevant
