id,title,pos_score,neutral_score,neg_score,company_id
9465469,Apple reportedly in talks to join forces with BMW on electric car,0.273084,0.714168,0.012748,2
11532161,Apple updated AirTags to fend off unwanted tracking after people said they were being stalked with the devices,0.140877,0.377213,0.48191,2
11614030,CEO Jeff Bezos Is Richer By $13.2 Billion Following Amazon’s Positive Quarterly Earnings Report,0.790701,0.174242,0.035057,2
2170013,"Approach Resources Inc. (NASDAQ:AREX), Denbury Resources, Inc. (Holding Company) (NYSE:DNR)",0.023798,0.965311,0.010891,206
2230014,"Discovery Communications, Inc. (NASDAQ:DISCA), Netflix, Inc. (NASDAQ:NFLX)",0.017271,0.97291,0.00982,206
11523711,One of Amazon's seller programs has been found to be unlawful,0.002255,0.01349,0.984255,2
9462541,iPhone 7: How Samsung Plans To Show Up Its Apple-Made Competitor,0.212878,0.649567,0.137555,2
9450547,Facebook's new friends icon takes the chip off the woman’s shoulder,0.302352,0.594103,0.103545,2
10245347,HBO Now' Wriggles Free From Apple's Grasp,0.035487,0.600583,0.36393,2
9457071,Larger iPhones bring another Apple quarterly revenue record,0.638156,0.276865,0.084979,2
11523876,President Joe Biden to Appear in Betty White Tribute Special; Apple TV Plus Announces 'Pachinko' Premiere Date (TV News Roundup),0.030924,0.957256,0.01182,2
11611607,Apple iOS update offers more control over iPhone 11 location tracking,0.602246,0.357391,0.040362,2
11613321,"Facebook’s stock dips as results top estimates, but expenses cause concern",0.01579,0.224654,0.759556,2
11533587,"Apple Watch may have pointed to thyroid condition, nursing student claims",0.033327,0.913116,0.053556,2
11616174,Apple Now Lets You Get Your iPhone Repaired at Your Home or Work,0.607419,0.34087,0.05171,2
2232860,"QUALCOMM Incorporated (NASDAQ:QCOM), McCormick Company, Incorporated (NYSE:MKC)",0.022038,0.964281,0.013681,206
2170179,"Best Buy Co., Inc. (NYSE:BBY), Lifetime Brands, Inc. (NASDAQ:LCUT)",0.023093,0.968037,0.00887,206
10876043,Google Cofounders Page and Brin Just Made About $8 Billion In a Day,0.554874,0.381395,0.063731,2
11527265,The Google One VPN is now available on iPhones,0.054087,0.928806,0.017107,2
11529233,Apple proposes 27 percent commission in Dutch app store dispute,0.067145,0.851739,0.081116,2
11605410,Apple's latest iPad is back down to $250 in Amazon's tablet sale,0.12685,0.768685,0.104465,2
9462177,Have Apple And Spotify Already Lost The Chinese Music Market?,0.007456,0.016311,0.976232,2
2235279,"Barracuda Networks (NASDAQ:CUDA), Amazon.com, Inc. (NASDAQ:AMZN)",0.023321,0.966009,0.01067,206
10870581,Amazon built the Star Trek computer for your house,0.127629,0.845935,0.026436,2
9450767,"5 things to know today, and you don't need an Apple Watch to know it's time to regroup",0.088813,0.767709,0.143478,2
11368322,"Huawei Still Sold More Phones Than Apple In 2019, But Admits 2020 Will Be ‘Difficult Year’",0.058993,0.468235,0.472772,2
11523282,Apple Personal Safety User Guide updated to address AirTags used in theft and stalking incidents,0.195787,0.519549,0.284664,2
10873347,Can the U.S. build an antitrust case against Apple Music?,0.013642,0.274641,0.711717,2
11532028,Ben Mendelsohn and Juliette Binoche to Star as Dior and Chanel in Apple Fashion Drama,0.031305,0.913161,0.055534,2
11533465,"Thinking about trading options or stock in HubSpot, Block, Apple, Zendesk, or Novavax?",0.051237,0.869767,0.078996,2
10963475,"Apple looks to iPhone, not Watch, for sales",0.153824,0.768048,0.078128,2
11533575,Critics take a bite out of Apple after nightmare game against Kupp in SB,0.010445,0.050961,0.938594,2
2232969,"Biogen Idec Inc. (NASDAQ:BIIB), Eli Lilly and Company (NYSE:LLY)",0.021579,0.969451,0.00897,206
11614043,Here’s what Amazon’s stock option traders are expecting after earnings,0.040276,0.932716,0.027008,2
9809445,How to use Apple Maps with public transit directions,0.081749,0.846738,0.071513,2
9453714,Facebook sets speed record for $250B market cap,0.749517,0.216182,0.034301,2
2237244,BJ's Restaurants's Disappointing Q3 May Lose Growth Investors' Favor|Barclays|(NASDAQ:BJRI),0.03015,0.448371,0.521479,206
2232575,"Qualcomm Intros New Snapdragon Processors, Leverages Industry Expertise",0.502622,0.476422,0.020956,206
9450747,Apple's public beta of OS X El Capitan arrives today,0.024677,0.969197,0.006126,2
2174340,iPhone Prices May Be Higher Than Anticipated (NASDAQ:AAPL),0.040264,0.943106,0.01663,206
11527700,How Alphabet Stock Can Hit All-Time Highs on Earnings and 20-for-1 Stock Split,0.186073,0.411347,0.40258,2
10876861,Apple Rising: SocGen Ups to Buy on Rising iPhone Numbers,0.87053,0.104781,0.024689,2
11529325,Meta's stock slumped and Facebook lost users. There's more trouble ahead.,0.012268,0.092632,0.895101,2
10867536,Apple updates iPods for first time in 3 years,0.191773,0.791361,0.016865,2
11523843,"Apple reports record $124B in quarterly revenue, shrugging off supply woes",0.707923,0.15456,0.137517,2
2229954,Carter Worth And Mike Khouw's Facebook Inc Trade,0.023643,0.965367,0.01099,206
11611753,"Apple Could Be the First $2 Trillion US Company Soon, Wall Street Says",0.644271,0.323839,0.03189,2
2235594,"NextEra Energy, Inc. (NYSE:NEE), Calpine Corporation (NYSE:CPN)",0.018586,0.972597,0.008817,206
2232608,bluebird bio (NASDAQ:BLUE),0.013573,0.977498,0.008929,206
2170071,The Sentiment Around Google Seems Unfairly Negative Right Now,0.024534,0.905062,0.070404,206
9447522,"Apple Loop: Frustrating iPhone 6S Leak, iOS 8.4's Nasty Surprise, Apple Music Corrupts iTunes",0.008067,0.096397,0.895536,2
2235141,"Darden Restaurants, Inc. (NYSE:DRI), Spartan Motors, Inc. (NASDAQ:SPAR)",0.018867,0.97225,0.008883,206
9459436,Watching Apple Watch,0.017217,0.969236,0.013547,2
11530047,Apple fined again over Dutch dating app payments order,0.00241,0.024573,0.973017,2
10804929,Apple Might Start Showing People Ads Based on Their Bank Balances,0.508798,0.388241,0.102961,2
9459646,Why is Wall Street not happy with Apple's 38 percent jump in profit?,0.111214,0.133776,0.75501,2
10921242,Spotify urges iPhone customers to stop paying through Apple's App Store,0.027247,0.770403,0.202349,2
2232852,"For Costco, Patience Brings Rewards",0.767882,0.208625,0.023493,206
2237198,"Kaiser Aluminum Corporation (NASDAQ:KALU), Carpenter Technology Corporation (NYSE:CRS)",0.023766,0.963539,0.012695,206
9459442,Apple Watch Sales Estimates Remain Low,0.022625,0.628281,0.349094,2
9468343,Breakdown: The Apple stock chart just got scary,0.026508,0.453714,0.519778,2
2232434,Galectin Therapeutics Inc. (NASDAQ:GALT),0.016388,0.974681,0.008931,206
10990138,Bramley apple filling gains EU protection as traditional delicacy,0.626501,0.275176,0.098323,2
2235962,"Technical Communications Corporation (NASDAQ:TCCO), (BANC)",0.018015,0.972779,0.009206,206
11569425,"Apple is preparing its 'widest array' of new products for this fall, report says",0.574682,0.40541,0.019908,2
9450331,Apple Watch sales have dropped significantly since its April debut,0.021909,0.496042,0.482049,2
2170040,Fastenal Company (NASDAQ:FAST),0.019774,0.96986,0.010365,206
9456772,This Is Why Apple Won't Say How Many Watches It Sold,0.031971,0.350602,0.617427,2
9459938,GLOBAL MARKETS-Stocks sour as Apple results leave bitter aftertaste,0.017968,0.139518,0.842515,2
11525382,Apple now allows unlisted apps on the App Store,0.248417,0.685873,0.06571,2
9457035,Is the Apple Watch a bust? Wall Street still undecided.,0.013427,0.142259,0.844314,2
9456505,Google's YouTube growth allays fears over Facebook threat,0.038841,0.312948,0.64821,2
9462244,US senator calls for inquiry into Apple treatment of streaming competitors,0.027298,0.709415,0.263288,2
9447351,The real reason to switch from Spotify to Apple Music is waking up to any song you want,0.190785,0.6783,0.130914,2
9462851,Best Buy to sell Apple Watch starting next week,0.080121,0.856147,0.063732,2
2232223,Allied Healthcare proposes reverse split to stay on Nasdaq,0.032739,0.951353,0.015908,206
11531687,"Apple Original Film ‘CODA’ Nabs Best Picture, Best Supporting Actor Nods",0.712491,0.247835,0.039674,2
11531485,State officials urge SEC to probe if Apple misled investors on nondisclosure rules,0.002752,0.027332,0.969916,2
2232246,Why Would So Many Companies Want To Buy Twitter? (NYSE:TWTR)(NYSE:DIS)(NASDAQ:MSFT)(NASDAQ:GOOG),0.05346,0.869541,0.076999,206
2232876,"GW Pharma (NASDAQ:GWPH), Teva Pharmaceutical Industries Limited (NYSE:TEVA)",0.017616,0.972516,0.009868,206
10985746,I’ve Seen The Future Of Twitter And It’s Apple Music,0.151597,0.79209,0.056313,2
11615501,"iPhone 9 Rumors: Apple To Launch New Smartphone In March 2020, Trial Production Begins",0.118741,0.83004,0.051219,2
10870783,Calorie miscount? Nike to pay refunds on its FuelBands,0.020863,0.262163,0.716973,2
9465571,Apple to unveil next Apple TV version in September,0.037918,0.955387,0.006695,2
2235177,Tesla's Delivery And Guidance Announcement: What We Know And Don't Know,0.023311,0.944865,0.031824,206
11521926,‘I yelled with joy’: how Caleb Azumah Nelson went from Apple store employee to Costa First Novel award winner,0.234761,0.644378,0.12086,2
11522090,"Virginia woman ordered to stop harassing, stalking Apple CEO Tim Cook",0.012325,0.384886,0.602789,2
11527334,A Trumpworld Beauty Queen Is Paying Kids at Target to Take Their Masks Off,0.149657,0.266084,0.584259,2
9450785,Reports: Apple iPhone 6S with better camera could crush Samsung Galaxy phones,0.406253,0.405396,0.18835,2
6879458,Uber is reportedly looking to acquire Grubhub,0.110442,0.832941,0.056617,57
9459322,How to order from McDonald's 'secret menu',0.017958,0.962239,0.019803,2
11615832,Apple Patent Reveals Radical Apple Watch 6 Design Upgrade [Updated],0.149516,0.79336,0.057124,2
9450495,UPDATE 1-Apple persuades U.S. judge to void $533 mln iTunes award,0.034479,0.494028,0.471493,2
9462178,"Apple Watch Seized 75% Of Smartwatch Market Last Quarter, According To Report",0.109625,0.87156,0.018815,2
10224152,U.S. stocks open lower as Apple losses weigh,0.017777,0.210726,0.771497,2
2237187,"Rigel Pharmaceuticals, Inc. (NASDAQ:RIGL), Yulong Eco-Materials (NASDAQ:YECO)",0.030846,0.955731,0.013423,206
2170164,Netflix's Sub Churn Is A Near-Term Headwind But Growth Story Is Intact,0.184814,0.726829,0.088357,206
11522121,Apple’s updated Personal Safety User Guide addresses the AirTag stalking problem,0.309684,0.539175,0.151142,2
2170115,"Celldex Therapeutics, Inc. (NASDAQ:CLDX), Alcoa Inc. (NYSE:AA)",0.023129,0.965965,0.010906,206
2174331,TG Therapeutics Pulling Off The Band-Aid To Keep GENUINE Study On Track|(NASDAQ:TGTX),0.120246,0.763256,0.116498,206
11535370,English teacher at Neuqua Valley HS one of 30 Golden Apple Award finalists in Illinois,0.361264,0.581235,0.057501,2
9462822,"Apple brings the Watch to the masses, aka, Best Buy",0.92675,0.051888,0.021362,2
11524222,Apple hits record revenue as iPhone sales defy supply chain shortages,0.884745,0.067489,0.047766,2
11616017,Jeff Bezos' Girlfriend Lauren Sanchez's Brother Sues Amazon CEO For Defamation,0.012903,0.456914,0.530183,2
10871003,Facebook is building a big wind-powered data center in Texas,0.575928,0.399056,0.025016,2
9462840,Apple Watch will be sold at 300 Best Buy stores before the holiday shopping season,0.133432,0.844173,0.022395,2
10074100,Apple still minting money,0.436908,0.350287,0.212805,2
9447352,GarageBand can now upload songs straight to Apple Music Connect,0.039456,0.935237,0.025307,2
11523527,Putin Is Ramping Up His War on Google,0.077156,0.353485,0.569359,2
9447567,Analyst: Apple Watch selling worse than thought,0.011893,0.088199,0.899908,2
11522141,"Virginia woman accused of stalking, threatening Apple CEO Tim Cook",0.009328,0.349931,0.640742,2
11605605,Apple imagines iMac built into curved sheet of glass,0.094809,0.863556,0.041635,2
11533394,Jon Stewart's Apple TV+ Show Goes Weekly for Second Batch of Episodes,0.028667,0.939619,0.031715,2
11613959,"Amazon Hits 150 Million Prime Members, Stock Soars on Huge Q4 Profits",0.764661,0.191087,0.044252,2
11533702,2022 Volvo S90 Review: Google Tech Is a Step Backward,0.494545,0.435939,0.069516,2
10218442,"Apple Music, App Store experiencing some outages",0.019685,0.813319,0.166996,2
2170113,"Altria Group (NYSE:MO), ConAgra Foods, Inc. (NYSE:CAG)",0.015973,0.975787,0.00824,206
9459825,"Apple Pay now being accepted at all Dierbergs, Schnucks stores",0.319754,0.64386,0.036386,2
9459223,How to avoid getting burned in Apple shares post-earnings,0.060334,0.57924,0.360426,2
9456178,Apple Watch targets families in new ad campaign,0.35541,0.615339,0.029251,2
11608160,"Apple about to report earnings, and chart suggests crossroads ahead",0.112894,0.863108,0.023998,2
11522108,Apple fires back in Ericsson 5G legal battle,0.012473,0.326338,0.661189,2
9459888,Apple's $62B hit is bad…but it's not the worst,0.013688,0.040154,0.946157,2
11611504,Breakingviews TV: Apple crisp,0.123828,0.765056,0.111115,2
9451109,PC Market Slips 11.8 Percent In Q2 But Apple Keeps Picking Up Steam,0.599068,0.27503,0.125902,2
11613449,"Apple's fastest-growing business segment, which includes AirPods and Watch, is now bigger than Mac",0.652963,0.259461,0.087577,2
11525284,"Pregnant man, pregnant person emoji coming to Apple iPhones",0.022963,0.959679,0.017358,2
2236032,"Goldman Sachs Concerned About Intel's Lack Of Growth, PC Business",0.018667,0.930289,0.051044,206
11523255,"Whoopi Goldberg, Simon Pegg, and Jane Fonda Get 'Luck'-y with Upcoming Apple TV Film",0.084329,0.889189,0.026482,2
2229803,Here's one overlooked reason why it makes total sense for Salesforce to buy Twitter,0.383553,0.399568,0.216879,206
2235135,Silicon Motion Technology Corporation (NASDAQ:SIMO),0.019197,0.970997,0.009806,206
9447902,Dr Dre Pays Tribute To J Dilla During First Apple Music Radio Show,0.039779,0.943626,0.016595,2
11605522,A Personal Account Of Apple’s Macintosh​ Launch-36 Years Ago,0.047503,0.914621,0.037876,2
11523245,Could Apple be getting ready to drop the SIM slot?,0.040551,0.624457,0.334992,2
10789287,Exploring the world of Apple Music,0.178486,0.785591,0.035923,2
11533420,Blade Runner 2099 Live-Action TV Show In Development at Amazon,0.023609,0.969503,0.006888,2
11615326,EU Officially Votes to Create a Standard Charging Adapter for Phones Despite Apple's Protests,0.014477,0.255199,0.730324,2
9462743,​Soon you can buy an Apple Watch at Best Buy,0.124746,0.803007,0.072247,2
11529446,Is Facebook losing users? Talking Tech podcast,0.015285,0.866312,0.118403,2
2235802,Gilead Sciences: What to Expect When You’re Expecting Earnings,0.058827,0.930997,0.010176,206
9453887,"D.C. Sibley Memorial Hospital officials went to a Chipotle, a Marriott and the Smithsonian National Zoo for advice",0.054339,0.939444,0.006217,2
9465795,"Apple Loop: Secret iPhone Test, iPhone 6S Pictures Leak, Radical iTunes Fix",0.018348,0.806137,0.175515,2
11615360,Apple Takes Smartphone Sales Crown From Samsung,0.205138,0.65321,0.141652,2
11533799,Samsung's Galaxy S22 devices ship in US with Google Messages and RCS support,0.19095,0.792254,0.016796,2
9459325,"Apple says App Store, Apple Music services facing disruptions",0.016745,0.890127,0.093128,2
9806633,Here's how to get the most out of Apple Music,0.158576,0.72592,0.115503,2
9451066,Samsung eyes earlier Note 5 launch: Will it matter in Apple battle?,0.044474,0.871972,0.083554,2
9456895,“Shrinkage” problem lands Apple in legal hot water with retail workers,0.003837,0.012247,0.983916,2
9456912,"Apple Watch sales sluggish but will catch on, says analyst",0.026221,0.717054,0.256725,2
11613673,Apple rumored to release a stack of new gadgets in 2020. Here's what we know.,0.166099,0.774103,0.059798,2
11524056,Apple gets restraining order against woman allegedly stalking Tim Cook,0.040279,0.756079,0.203642,2
2232634,Amazon Stock Can Go Up Another $100,0.181783,0.782193,0.036024,206
9447374,Google Translate Makes Improvements To Recognize Street Slang And Humanize Translation Globally,0.727717,0.238229,0.034054,2
9450617,How to use Facebook’s new News Feed controls,0.047327,0.884578,0.068095,2
2235584,Merrimack Pharmaceuticals Downgraded By JPMorgan For These 4 Reasons,0.014261,0.950038,0.035701,206
11368667,Apple Watch To Fitbit Versa 2: The 7 Best Fitness Gadgets For 2020,0.321599,0.631077,0.047324,2
11527269,Apple Objects to 'Apple-Man' Trademark for Ukrainian Indie Film,0.099714,0.872092,0.028194,2
9450183,Can Apple Music win the hearts of Spotify's fans?,0.813553,0.110857,0.07559,2
11527311,Ford to Invest up to $20 Billion in EV Push,0.344697,0.618651,0.036653,2
9451080,"20 companies, including Apple, poised to post the biggest profit gains",0.731527,0.220482,0.047991,2
11526047,Apple keeps its grip on the tablet market despite shipment slowdown,0.811231,0.130825,0.057944,2
11533999,The Best Apple Pencil Alternative Is Down to One of Its Lowest Prices Yet,0.390098,0.381143,0.228759,2
2232218,"Wright Medical Group, Inc. (NASDAQ:WMGI)",0.015349,0.975435,0.009216,206
11525817,"Bengals, Eli Apple sound off on Twitter after AFC championship win vs. Chiefs",0.240489,0.699728,0.059784,2
11605558,10 Years Ago Today: Apple Unveils The iPad,0.105828,0.862337,0.031835,2
11569899,'Precisely What the Antitrust Laws Prohibit:' Epic Games Appeals Apple App Store Ruling,0.040589,0.86735,0.092061,2
2235946,Fast Money Traders Share Their Thoughts On Netflix And IBM,0.055082,0.938363,0.006555,206
10985829,The Apple Watch Is Now A Hulu Remote Control,0.070887,0.816087,0.113026,2
9453251,"Whistle While You Scroll, Or, How Facebook Could Win With Music Videos",0.051278,0.408069,0.540653,2
11615437,The Biggest Apple Maps Change Is One You Can't See,0.133778,0.428828,0.437394,2
10221415,Live blog: Apple’s first earnings since Apple Watch debut,0.06197,0.897406,0.040624,2
2170052,"Illumina, Inc. (NASDAQ:ILMN), BB Corporation (NYSE:BBT)",0.019174,0.971086,0.00974,206
10873107,Apple's New Ads Throw Shade at Google,0.034212,0.365741,0.600046,2
11528139,Get an Echo Dot smart speaker for just $5 when you subscribe to Amazon Music today,0.247273,0.709753,0.042974,2
2229911,Facebook Lies About Advertising Metrics (NASDAQ:FB),0.009422,0.264673,0.725905,206
11521961,Apple AirPods Pro Are $70 Off Right Now on Amazon,0.166252,0.728594,0.105154,2
11613704,"Apple, Broadcom to pay billion-dollar fine over iPhone patent infringement",0.004765,0.068443,0.926792,2
11611628,"Apple Q1 surges as iPhone 11, iPhone 11 Pro sales deliver",0.826528,0.148087,0.025385,2
9459188,CNBC update: Apple service issue,0.023236,0.904268,0.072496,2
11611998,"US STOCKS SNAPSHOT-Apple, Boeing bolster Wall Street at open",0.710431,0.24969,0.039879,2
10876173,Here's the Video That Will Give You the Scoop on Apple's New News App,0.060402,0.904622,0.034976,2
11525968,Facebook owner Meta to lift veil off its metaverse business,0.370884,0.521161,0.107955,2
9465900,"Pebble Time Review: A Simple Alternative To Apple Watch, Moto 360, Samsung Gear",0.152604,0.670941,0.176455,2
9444651,Ruling That Apple Led E-Book Pricing Conspiracy Is Upheld,0.002987,0.016901,0.980112,2
10721026,Apple fixed loads of Mac OS X bugs that could let hackers control your MacBook,0.155915,0.200367,0.643718,2
10873164,It's Apple Season in Hollywood,0.041777,0.928831,0.029393,2
9447537,U.S. Court of Appeals says Apple did conspire to fix prices on eBooks,0.22633,0.288087,0.485583,2
11527237,Spotify alternative: Get up to 6 free months of Apple Music or Amazon Music Unlimited,0.133212,0.78373,0.083057,2
11614092,"Apple may have had blowout earnings, but these risks to the stock have emerged",0.021318,0.067043,0.911639,2
