id,title,label
11434931,Inside Disney’s high-tech mission to protect the Great Lizard Cuckoo at Lookout Cay,irrelevant
11434913,"Apple Watch Is Still the Best Fitness Tracker, 10 Years Later",relevant
11434974,Amazon May Be Making a Big Change to Its Fire TVs Later This Year,relevant
11435123,Meta rolls out live translations to all Ray-Ban smart glasses users,relevant
11435110,Apple and Meta furious at EU over fines totaling €700 million,relevant
11435172,Apple and Meta face hundreds of millions in fines under EU tech law,relevant
11435166,China Halts Boeing Deliveries Over Tariffs: CEO Says He Won't Let It 'Derail The Recovery',relevant
11435219,Apple and Meta fined for breaching EU law,relevant
11435245,"Apple, Meta fined as EU presses ahead with tech probes",relevant
11435308,EU hits Apple and Meta with nearly $800 million in fines amid U.S. trade tensions,relevant
11435286,"Apple and Meta Hit With EU Fines, Ordered to Improve Consumer Choice",relevant
11435348,The European Union fines Apple 500 million euros and Meta 200 million euros in separate digital cases,relevant
11435370,The EU isn’t happy with Apple’s tax on alternative app stores,relevant
11435032,What's Going On With Ford Stock Wednesday?,relevant
11435013,"EU hands Apple, Meta massive fines despite warnings from Trump",relevant
11437387,Apple and Meta hit with over $750 million in fines combined for violating Europe's digital rules—escalating tension between the bloc and Trump,relevant
11437383,"EU hits Meta, Apple with fines amid Trump talks",relevant
11437423,The Nothing Phone 3a proves premium phones don't need to cost big bucks – and this unmissable Amazon deal gets you one for just AU$745,irrelevant
11437646,"The best Earth Day 2025 deals — find sustainable savings from Apple, Sonos, and Blueland",irrelevant
11437649,Redmi Watch Move: Apple Watch Lookalike At Under 10% The Cost,irrelevant
11437701,Apple's M4 MacBook Air is cheaper than ever right now,irrelevant
11437742,"Grassland, Timely Social Justice Drama Executive Produced by Academy Award Winner Common, Now Available for Streaming on Apple TV, Amazon, and more.",irrelevant
11437718,Could Apple Eventually Bring iPhone Manufacturing To The U.S.?,relevant
11437724,Apple Brings Back iPhone 15 Pro And 15 Pro Max For The 1st Time — At Lower Prices,relevant
11437714,Apple Watch’s Latest Update Brings Subtle And Helpful Changes For All Users,relevant
11437522,"Google search engine monopoly could expand using AI, DOJ warns",relevant
11437779,Apple CEO Tim Cook Reportedly Gets 'Anxious' Over This Issue Threatening The Inventory Of iPhone 17: 'He Is Pushing Suppliers Every Day',relevant
11437471,"Apple removed 'Available Now' from the Apple Intelligence webpage, but it may not have been Apple's choice",relevant
11437645,Apple drops ‘available now’ from Apple Intelligence page,relevant
11437448,"Apple's MagSafe Charging Explained: Qi2, Faster Charging and More Accessories",relevant
11435243,What is Amazon Haul? Shop best-selling items as low as $1 amid tariff price hikes,irrelevant
11435237,Need a Mother’s Day gift idea? This Vitamix Blender is $150 off on Amazon,irrelevant
11437461,Roku Express HD Is Now Cheaper Than Amazon Fire TV Stick and and Makes Streaming Effortless,irrelevant
11437571,Apple Intelligence No Longer 'Available Now' After False Advertising Inquiry,relevant
11437501,Google's multibillion-dollar search engine deal with Apple at high risk in monopoly case,relevant
11437488,Ayo Edebiri and Will Sharpe to Lead Rom-Com Series ‘Prodigies’ for Apple TV+,irrelevant
11437562,60 Weird New Things Under $25 On Amazon That Are Utterly Brilliant,irrelevant
11437574,There's no need to wait for Google's Android XR smart glasses – here are two amazing AR glasses I’ve tested that you can try now,irrelevant
11437538,Google pays Samsung an 'enormous’ amount of money to pre-install Gemini on phones,relevant
11437473,Stream shows like ‘Severance’ for less with this Apple TV+ offer,irrelevant
11437511,iPhone 17e leak suggests Apple may release a new budget phone annually,relevant
11437552,Meta could take a $7 billion hit this year because of Trump's tough China tariffs,relevant
11437434,"Ohio Turnpike payment scam texts: Why Apple, Samsung can't stop them",irrelevant
11437426,Apple’s New Siri Chief Enlists Vision Pro Talent to Start Comeback Bid,relevant
11437583,"Will Sharpe, Ayo Edebiri to star in Apple TV+ series 'Prodigies'",irrelevant
11437639,Apple Gets Biggest Boost In Sales Thanks To Trump Tariff Jitters,relevant
11437591,Apple TV Plus Deal: You Can Still Get 3 Months of Streaming for $9,irrelevant
11437626,"Deadline Alert: Skyworks Solutions, Inc. (SWKS) Investors Who Lost Money Urged To Contact Glancy Prongay Murray LLP About Securities Fraud Lawsuit - Skyworks Solutions (NASDAQ:SWKS)",relevant
11437582,Why I recommend the Google TV Streamer over traditional streaming sticks,irrelevant
11437604,This is Siri-ous: Apple is told it should tone down its bold AI claims,relevant
11437625,Inside Mark Zuckerberg’s $24M DC suck-up campaign – and whether it will be enough to save Meta,irrelevant
11437700,Apple's latest iPad drops to a record-low price,relevant
11437704,"Sell Apple stock before it sinks another 30%, analyst says",relevant
11437768,A search rival is arguing against breaking Google up — but has thoughts about Android,relevant
11437786,Forget Andor season 2 – a chance to win an NBA Finals trip is the best reason to subscribe to Disney+ right now,irrelevant
11437796,The Google Pixel Watch just got a software update you need to fix your step count,relevant
11437790,Google faces off with U.S. government in attempt to break up company in search monopoly case,relevant
11437970,Google faces off with US government in attempt to break up company in search monopoly case,relevant
11437865,"Community news: Golden Apple for area principal, car show in River Grove, more",irrelevant
11437893,Tesla settles wrongful death lawsuit claiming sudden acceleration in Ohio crash,relevant
11438143,"Try This Apple Watch Hack to Track Your Blood Pressure Anytime, Anywhere",irrelevant
11437877,Google's future is at stake as the next phase of the landmark antitrust case kicks off,relevant
11437975,"2025 NFL mock draft: Jags target WR at No. 5, Saints pass on QB and get OL help",irrelevant
11437866,Paris Hilton Says Mom Kathy Hilton Gave Her These Words of Advice Before 'The Simple Life' Premiered,irrelevant
11438051,"The Power of Apple Cider Vinegar: Proper Dosages, Benefits and Safety Tips",irrelevant
11438014,"Boeing, Lockheed Partner Targets Breakout — And 1,441% Growth",relevant
11437674,Save over $400 off this Westinghouse Portable Generator today on Amazon,irrelevant
11437684,When Does ‘Murderbot’ Stream On Apple TV+?,irrelevant
11438004,"Trump to Meet Walmart, Target Executives",relevant
11437845,"Amazon has a surprise sale on Apple devices – the Apple Watch, AirTags, and MacBooks from $79.99",relevant
11438115,5 things the Google Pixel 10 needs to do to beat the Apple iPhone 17 in 2025,relevant
11438117,Google Photos is letting you add Ultra HDR magic to your images after you’ve taken them,relevant
11438106,"Apple Watch SE (2nd Gen) Returns to Its Black Friday Price, but It Could Go Up at Any Moment",relevant
11437867,US Urges Curb Of Google's Search Dominance As AI Looms,relevant
11437859,"Trump Justice Department, Google spar over 'illegal monopoly,' remedies in landmark antitrust case",relevant
11438164,Apple Brings Back iPhone 15 Pro For The 1st Time — At Lower Prices,relevant
11438133,Tesla Price Target Slashed Before Earnings. 'Code Red' For Musk.,relevant
11437899,"Dow Jones Futures: Trump Calls Powell 'Loser'; Apple, Nvidia, Tesla Sell Off",relevant
11437902,Netflix Stock Hits Buy Point After Earnings,relevant
11438157,Google to face off with US government in attempt to break up company in search monopoly case,relevant
11437894,NYC mourners share memories of Pope Francis and reflect on his 2015 Big Apple visit: ‘Amazing soul’,irrelevant
11437836,What a forced Google sale of Chrome would mean for 3.45B users,relevant
11438095,The Apple Watch Series 10 drops to $299 at Amazon,relevant
11437873,iPhone 17 Pro Might Fix What Apple’s Pro Lineup Has Lacked For Years,relevant
11437933,Apple iPhone 17 Pro leaks highlight major new design change,relevant
11437934,"Earth Day 2025 sales: Find sustainable savings from Apple, Sonos, and Blueland",irrelevant
11438114,How to Clean Apple AirPods and Wireless Earbuds Without Damaging Them,irrelevant
11438025,"Apple shares to tumble nearly 30% as earnings take tariff hit, Moffett Nathanson predicts",relevant
11438262,"‘Smoke’: Everything To Know About Apple TV+’s Smoldering Crime Drama From ‘Gone, Baby, Gone’ Author Dennis Lehane",irrelevant
11438222,From Apple Valley to the NFL: Bilhal Kone’s long football journey arrives at the draft,irrelevant
11438243,Amazon keeps selling out of these 60 cool-ass things under $25,irrelevant
11438307,"DEADLINE ALERT: Faruqi Faruqi, LLP Investigates Claims on Behalf of Investors of Skyworks - Skyworks Solutions (NASDAQ:SWKS)",relevant
11437990,Apple iPhone 16 Tariffs: How To Save Thousands,relevant
11438160,Apple Watch alerts woman to life-threatening leukemia diagnosis,irrelevant
11438211,Amazon is selling a $77 9-foot patio umbrella for $36 just in time for spring,irrelevant
11438258,Apple Watch’s Latest Update Brings Subtle But Useful Changes For All Users,relevant
11438334,"Apple's Week Of Tariffs, iPhone Stockpile, Stock Slides, And More: This Week In Appleverse",relevant
11438344,"Wireless Earbuds, Portable Chargers, and 6 More Surprising Tech Finds from Amazon’s Outlet — All Under $20",irrelevant
11438351,Amazon’s New Ultra-Bargain Section Has Some of the Site’s Best Deals — Here Are 10 to Grab Starting at $3,irrelevant
11440418,"60 Weird, Cheap Things Skyrocketing In Popularity On Amazon — & Wow They're Clever",irrelevant
11440414,‘Stick’: Everything To Know So Far About Owen Wilson And Timothy Olyphant’s Golf Comedy On Apple TV+,irrelevant
11440482,Shrinking season 3: everything we know about what's coming next for the Apple TV+ show,irrelevant
11440431,"Reimagined Infiniti QX80 ups its game on luxury, tech, power",relevant
11440509,Apple iPhone 17 Pro And iPhone 17 Pro Max: Latest Leaks Promise New Designs,relevant
11440547,Apple Watch’s Latest Update Brings Subtle But Crucial Change For All Users,relevant
11440550,Auto review: Taking on all seasons in the Ford Bronco Sport,relevant
11440467,Apple Foldable iPhone May Have Face ID Embedded in the Screen,relevant
11440469,AirTag 2 Rumors: What to Expect From Apple's Next Item Tracker,relevant
11440506,"Eli Apple reflects on chaotic Giants career, ruthless New York media",irrelevant
11440373,Andy Cohen and Anderson Cooper Take Their Kids on Spring Break Trip to Disney World Together: 'The Ultimate Family Vacation',irrelevant
11440870,Apple’s Basic iPad Is Boring. I Love It,relevant
11440872,Meta on Trial + Is A.I. a ‘Normal’ Technology? + HatGPT,irrelevant
11440898,"Apple CEO Tim Cook's Dialogue With Commerce Secretary Lutnick Secured Tariff Exemption for iPhones and Electronics: Report - Apple (NASDAQ:AAPL), Dell Technologies (NYSE:DELL)",relevant
11440891,Apple's $99 HomePod Mini Beats Amazon's Echo Dot in One Major Way,relevant
11440842,25 Target Items To Make Flights More Enjoyable,irrelevant
11440775,Apple's iPhone is losing ground in China while local rivals surge,relevant
11440765,The Apple Watch Series 10 is back on sale for $299,relevant
11440769,"Arizona Cardinals WR Greg Dortch signs 1-year, $3.3M tender offer",irrelevant
11440748,"Apple Is Planning New Vision Pro Models and Rival to Meta Ray-Ban Glasses, Report Says",relevant
11440597,"Where to watch Mariners vs Blue Jays streaming tonight: Apple TV+ Friday Night Baseball, time, odds",irrelevant
11440599,"Where to watch Twins vs Braves streaming tonight: Apple TV+ Friday Night Baseball, time, odds",irrelevant
11440616,Twins vs. Braves: How to watch on Apple TV Plus for free today,irrelevant
11440693,Who Needs China: Apple Ramps Up iPhone Production in Brazil,relevant
11440674,Amazon Deals of the Day: The Apple Watch Series 10 Is Back to a Record Low of $299,relevant
11440932,Apple's China smartphone shipments slide 9% in first quarter,relevant
11440894,Hurry! The 6 Best Amazon Deals of the Day Go Up to 75% Off,irrelevant
11440762,Get three months of Apple TV+ for only $9,relevant
11440899,"Star Wars Celebration is in full swing, and Lucasfilm just dropped more details on its Beyond Victory experience for Meta Quest, and I couldn't be more stoked",irrelevant
11440763,EU regulators reportedly delayed Apple and Meta penalty announcements ahead of US trade talks,relevant
11440839,Apple's 13-Inch M4 iPad Pro Drops Back to Black Friday Pricing After Tariff Relief,relevant
11440804,Apple buying frenzy ahead of tariff pause raises eyebrows — but Letitia James only has blinders for Trump,relevant
11440840,"There Can Be Only One Highlander Remake, and It's at Amazon",irrelevant
11440800,"Prep for summer with this 6-Pack of Outdoor Solar Spot Lights, 33% off on Amazon",irrelevant
11440776,TikToker sues Roblox over her Charli XCX 'Apple' dance,irrelevant
11440794,The Five Answers Tesla Investors Need During Earnings,irrelevant
11440743,"MUSIC AWARDS JAPAN 2025 Nominees Include Mrs. GREEN APPLE, Fujii Kaze, YOASOBI, Rosé & Bruno Mars",irrelevant
11440749,Eli Apple reveals ‘mistake’ he made that turned him into Giants bust,irrelevant
11440664,The Apple Watch Series 10 Drops to the Lowest Price Ever on Amazon for a Limited Time,relevant
11440682,10 Years of Apple Watch: How It Evolved and What's Next,relevant
11440707,"Use this Apple TV+ deal to watch Mariners-Blue Jays, Twins-Braves for less",irrelevant
11440732,Did Mark Zuckerberg make Meta a monopoly?,irrelevant
11440684,Enjoy wireless audio just about anywhere with 15% off the AirFly Pro at Amazon,irrelevant
11440677,The Apple Sports app now lets users create and share game cards,relevant
11440647,Ford Stops Shipments to China Due to Tariffs,relevant
11440700,25 Target Kitchen Items That Were Made For Busy Parents,irrelevant
11440726,iOS 18.4.1 iPhone Update: Apple Urges Installation For All Users,relevant
11440720,Apple iPhone 17 Pro: Latest Leaks Claim To Show Updated Design,relevant
11440658,Calling all preppers! This 30-day emergency food supply kit is 29% off on Amazon,irrelevant
11440661,Cupertino: City pays Apple $12.1 million following sales tax settlement,relevant
11440619,Mariners vs. Blue Jays: How to watch on Apple TV Plus for free today,irrelevant
11440655,Less than one week left to save 70% on this rare Apple TV Plus deal,irrelevant
11440595,Market Focus Still On Tariffs; Tesla Leads Key Earnings,relevant
11440572,Google loses online ad monopoly case. But it’s just one of many antitrust battles against big tech,relevant
11440820,How Apple Watch Hooked Me: 10 Years of History and What's Next,irrelevant
11441034,Save 10% on the Apple Pencil Pro for a limited time,irrelevant
11441032,Upgrade your iPad with this impressive Apple Magic Keyboard deal,irrelevant
11441045,Meta Antitrust Trial: Mark Zuckerberg's Former Right Hand Woman Sheryl Sandberg Takes the Stand,relevant
11441230,iOS 18.4.1—Apple Issues Update Now Warning To All iPhone Users,relevant
11440985,The ‘Apple’ Dance Creator Is Suing Over Her Viral Choreography Inspired by Charli xcx's Hit Song,irrelevant
11440983,Apple iOS 18.4.1 New iPhone Software: Should You Upgrade?,relevant
11441191,"Apple AirPods Pro 2 Just Dropped in Price, the Easter Deal Your Basket Needs",irrelevant
11441118,Update now: Apple issues emergency iPhone fix for zero-day vulnerabilities,relevant
11441115,"Here's how to get a 10% discount on Apple accessories, including AirPods",irrelevant
11441161,Google Slashes Pixel 9 Pro Price Again In Major New Sale,relevant
11441156,Federal Judge Rules Against Google In Advertising Antitrust Case. Trade Desk Gains.,relevant
11441195,Don’t miss this rare Apple TV+ deal – here are the 5 shows I'm streaming alongside Severance for 70% off,irrelevant
11441194,Samsung's LTE Galaxy Watch 7 crashes to lowest-ever price on Amazon,irrelevant
11441193,Apple fixes dangerous iOS zero days after threats against targeted individuals,relevant
11441134,Who’s Buying What in the Big Apple? Ask NYC’s Top Realtors,irrelevant
11441221,"Tesla, Alphabet Headline Latest Earnings Calendar, Plus 6 Earnings Setups To Watch",relevant
11441116,"Asus, of all brands, might have a real Apple Watch competitor",relevant
11441132,Your Amazon Alexa Can Now Ride Shotgun With You as the Echo Auto Drops to an All-Time Low,irrelevant
11441108,Google’s Web Monopoly Days May Be Numbered,relevant
11441120,This $25 Apple-friendly charging station can power three devices at once,irrelevant
11441117,Save $70 on the Apple Watch Series 10 at Amazon and get ready for quick charging,irrelevant
11441313,"Super Discounts from Adidas, Banana Boat, and More Are Hiding for Under $10 at Amazon’s Outlet",irrelevant
11441332,Apple Launches New Money-Off Promotion When You Recycle Old Gadgets,relevant
11441331,Apple iPhone Fold Could Use Samsung OLED Panels To Rival Galaxy Z Fold,relevant
11441245,Boost Your Health Naturally: Exploring the Benefits of Apple Cider Vinegar,irrelevant
11441270,"I love these Bose QuietComfort Headphones, and they’re less than Prime Day price on Amazon",irrelevant
11441306,"iOS 18.4.1: Apple Releases Urgent iPhone Update, With Fixes For All Users",relevant
11441264,"The slow, painful death of Fitbit continues, with Google Assistant the latest feature to be axed",relevant
11441261,Staying home this Easter? Here are 8 Apple TV+ shows I highly recommend watching,irrelevant
11441237,"As Apple Sweats, This Partner Warms Up A Breakout — With Caveats",relevant
11441248,"Amazon is selling $200 wireless earbuds for just $35, and shoppers say they ‘sound way better’ than Apple AirPods",irrelevant
11441217,"After legal loss, Ohio lawmakers target app stores with teen social media law",irrelevant
11441243,Don't See the Emoji You Want? Create It Yourself With Apple Intelligence,relevant
11441199,Exhale Wellness Offers 420 Sale on Delta 9 Gummies – Save Big April 19 to 22,irrelevant
11441168,You can score 10% off a new Apple product if you recycle an old device,relevant
11441047,Meta Removes Use of Apple Intelligence in Its Apps on iPhone,relevant
11441083,"Google Is Once Again Deemed a Monopoly, This Time in Ad Tech",relevant
11441086,Apple Intelligence is busted on Meta's iOS apps,relevant
11441079,"Google is an online advertising monopoly, judge rules",relevant
11441092,"Google is a monopoly for online advertising tech, judge rules",relevant
11441128,"Google is a monopolist in online advertising tech, judge says",relevant
11441244,A Doctor at Apple Reveals 9 Hidden Apple Watch Features,relevant
11443445,What's Going On With Apple Shares Wednesday?,relevant
11443461,Apple TV+ deal: Three months of access is on sale for only $9,irrelevant
11443452,"Review: With 'Government Cheese,' Apple TV+ vaults into 1960s San Fernando Valley",irrelevant
11443449,Found Oyster's Scallop Tostadas with Yuzu-Apple Vinaigrette,irrelevant
11443746,Google faces 5 billion pound UK lawsuit for abusing dominance in online search,relevant
11443669,David Oyelowo’s Charm Can’t Redeem Apple TV+’s Moldy Surrealist Dramedy ‘Government Cheese’: TV Review,irrelevant
11443702,Dow Jones Futures Fall As Nvidia Plunges On AI Chip Warning,relevant
11443698,Here’s What We Know About Project Mulberry— Apple’s Initiative To Rethink AI And Healthcare,relevant
11443643,Google sued in Britian for alleged monopolization of advertising,relevant
11443458,"Apple offers in-store device recycling deal for Earth Day, touts environmental wins",relevant
11443663,10 years of Apple Watch has changed all of us – and mostly for the better,irrelevant
11443606,Save over $100 off this Dyson V8 Extra Cordless Vacuum Cleaner today on Amazon,irrelevant
11443593,‘Government Cheese’ Review: David Oyelowo’s Quirky Apple Comedy Is Undone by a Conventional Antihero,irrelevant
11443598,"Rare Bearish Meta Analyst Cuts Price Target, Says Tech Giant 'Starting To Look Vulnerable'",relevant
11443605,Amazon Sellers Struggle with Trump’s Tariff Plans,relevant
11443584,Target Brand Baby Food Recalled for Containing ‘Elevated Levels of Lead’,irrelevant
11443600,Apple iPhone 16 Pro And iPhone 16 Pro Max Prices Cut By Amazon In Rare Deals,relevant
11443578,"While Tariffs Loom, Amazon Slashes Apple AirPods Max to Their Black Friday Price",relevant
11443557,"iOS 18.4.1: Apple Releases Urgent iPhone Update, Recommended For All Users",relevant
11443547,Google Faces $6.6 Billion Lawsuit in UK over Claims of Search Advertising Monopoly Abuse,relevant
11443545,"Deezer is rolling out its answer to Wrapped and Replay, plus three new features you won't find on Spotify or Apple Music",irrelevant
11443498,Google faces $6.6 billion lawsuit in Britain for alleged abuse of dominance in online search,relevant
11443520,iOS 18.4.1—Apple Issues New Update Warning To All iPhone Users,relevant
11443503,"The 10 best Amazon deals to shop this week: Apple, Coach, Sony and more",irrelevant
11443481,Apple's tech tariff exemption had one shocking supporter,relevant
11443508,"Google, Apple, and Snap aren’t happy about Meta’s poorly-redacted slides",relevant
11443412,The Meta Quest 3S VR Headset Is on a Rare Sale Right Now,irrelevant
11443421,Meta Pissed Off Everyone With Poorly Redacted Docs,relevant
11443388,"Apple's Foldable iPhone Rumors Gain Steam As Stock Slides: Could A $2,000 Device Spark A Comeback?",relevant
11443398,Apple’s carbon footprint is shrinking,relevant
11443516,The Apple iPad Air M2 with Upgraded 512GB of Storage and 5G Cellular Drops to an All-Time Low,relevant
11443580,Japan: Google abusing power,relevant
11443525,Apple says zero-day bugs exploited against 'specific targeted individuals' using iOS,relevant
