id,title,pos_score,neutral_score,neg_score,company_id,company_name
6394115,Former Uber Comms Exec Heads to New Job at Facebook,0.079152,0.830991,0.089857,57,Uber
3518672,HBO lays off about 70 people.,0.015519,0.953909,0.030572,55,AT&T
1010502,21 Savage's Lawyers Address ''False Conclusions'' After Arrest,0.001942,0.0495,0.948559,14,Visa Inc.
5522190,Tesla Motors Inc. (TSLA) Jumped To A 3-Week High After Panasonic Deal,0.606186,0.358224,0.03559,9,"Tesla, Inc."
6471057,Kalanick tells court he 'wasn't aware' of Uber report that Levandowski had Google data on disks,0.009868,0.795382,0.19475,57,Uber
910980,'We live as second-class citizens': what it's like to face border agents every day,0.247869,0.69773,0.054401,14,Visa Inc.
6339501,Kroger Faces Pitfalls In Deal With Uber,0.010573,0.18155,0.807877,57,Uber
1010338,"21 Savage Was Arrested ‘Based on Incorrect Information,’ Is Being Denied Bail, Attorney Claims",0.007852,0.409942,0.582206,14,Visa Inc.
4686182,Microsoft Confirms Critical 10/10 Cloud Security Vulnerability,0.088239,0.718936,0.192825,3,Microsoft
6978713,"Florida man posed as Uber driver to pick up and rape woman, police say",0.006948,0.141382,0.851669,57,Uber
752887,What I Learned From Having My Wallet Stolen,0.037457,0.32767,0.634873,14,Visa Inc.
3454099,"HBO Max: New movies, shows, streaming 'free' and everything else to know",0.125705,0.852261,0.022034,55,AT&T
6385376,"For Cubs, this has become year of uber-angst",0.475834,0.317552,0.206613,57,Uber
4271657,Microsoft confirms some Windows 10 source code has leaked,0.008074,0.75824,0.233687,3,Microsoft
8337128,"2025 FIFA Club World Cup: Vision, Competition, And Controversy",0.191379,0.666596,0.142025,14,Visa Inc.
8460026,21 Savage And Metro Boomin’s ‘Savage Mode II’ Surpasses Its Predecessor,0.194501,0.703871,0.101629,14,Visa Inc.
4479720,Microsoft confirms there will be 7 editions of Windows 10,0.064819,0.92659,0.008591,3,Microsoft
3184110,HBO Executive Says Network Will 'Change Direction' After Merger,0.280269,0.691259,0.028472,55,AT&T
4792877,Microsoft confirms Windows 11 24H2 update is crashing some Ubisoft games,0.015194,0.819112,0.165694,3,Microsoft
812854,West Virginia Board Nixes County's School Consolidation Plan,0.037838,0.950964,0.011198,14,Visa Inc.
3369995,Boxing schedule for 2024: Oleksandr Usyk vs. Tyson Fury 2 on tap to close out the year,0.034485,0.956039,0.009477,55,AT&T
6935425,"FreightTech 25: Uber Freight Has Solid Year, But Will It Remain Part Of Uber?",0.640895,0.206545,0.152561,57,Uber
4297553,Microsoft Confirms It's Still In Talks With Sony For Cross-Platform Play,0.155739,0.830669,0.013592,3,Microsoft
7007575,"Forgotten in Texas Ubers: Phones, breast pumps, dentures — oh my!",0.043589,0.597577,0.358834,57,Uber
6486287,Former Uber CEO Travis Kalanick announces new investment fund focused on job creation,0.651694,0.314938,0.033368,57,Uber
939237,What government documents reveal about the 2020 census,0.012472,0.977435,0.010093,14,Visa Inc.
8444184,17 states are suing ICE over its policy that would revoke the visas of international students at colleges operating entirely online in the fall,0.030548,0.493831,0.47562,14,Visa Inc.
4383712,Microsoft could see an opportunity to poke Google in the eye with Uber investment,0.727578,0.128914,0.143508,3,Microsoft
8613524,2023 in review: A look at immigration and the city’s migrant crisis through Tribune op-eds,0.030553,0.95781,0.011637,14,Visa Inc.
3432485,HBO Max Headed to Amazon Fire Devices After 6-Month Wait,0.036201,0.927801,0.035998,55,AT&T
3340017,"HBO Max Is ‘The Key Aspect’ of AT&T’s Video Strategy, CFO Says",0.094764,0.878778,0.026458,55,AT&T
3525003,Bosses need to accept that employees choose what the future of work looks like,0.503486,0.443004,0.05351,55,AT&T
8352291,18 American Ex-Pats Share If Moving Abroad Was Worth It,0.159603,0.809461,0.030936,14,Visa Inc.
3277700,HBO CEO Richard Plepler to step down amid AT&T restructuring,0.021495,0.91531,0.063195,55,AT&T
7210209,The Samsung Frame TV is at its lowest price at Walmart right now,0.026862,0.943736,0.029402,12,Walmart
7288826,'The siren would not turn off': Walmart customer says self-checkout machine started blaring after item didn’t scan properly,0.026157,0.875574,0.098268,12,Walmart
857504,Westchester high school graduate detained by ICE now in removal proceedings,0.006248,0.83971,0.154042,14,Visa Inc.
4508677,Microsoft co-founder pledges $30 million to house Seattle's homeless,0.907049,0.073356,0.019595,3,Microsoft
4118310,Microsoft confirms acquisition of SwiftKey,0.072802,0.908825,0.018373,3,Microsoft
3483275,"HBO Max Is Moving Forward With A Lower-Priced, Ad-Supported Tier (Coming Later This Year)",0.510225,0.460432,0.029343,55,AT&T
8558183,WeWork Unveils Its Flagship Asia-Pacific Office Tower In Singapore Amid Narrowing Losses,0.095638,0.292692,0.61167,14,Visa Inc.
8352671,We're Americans who have visited 47 countries. Our favorite is an underrated gem we loved so much that we moved there.,0.883369,0.10187,0.01476,14,Visa Inc.
6757785,Lawyer: Uber driver killed passenger in self-defense,0.007413,0.077719,0.914868,57,Uber
3384422,"HBO Max's first trailer reminds you it has non-HBO titles, too",0.037109,0.936184,0.026707,55,AT&T
8431887,15 college students on how COVID-19 derailed their lives,0.048561,0.910628,0.040811,14,Visa Inc.
3214471,"Bond bears stalk a FANG, short Netflix debt",0.044181,0.566142,0.389678,55,AT&T
12192921,Microsoft co-founder Paul Allen increases support for ​University of Hawaii coral research,0.917788,0.075364,0.006848,3,Microsoft
3331413,HBO Max to Be Free for HBO Subs Who Are AT&T Customers (Report),0.034147,0.918188,0.047666,55,AT&T
8542670,What does the 2025 F1 driver lineup look like?,0.014864,0.978669,0.006466,14,Visa Inc.
6391343,The Walmart effect: Rose Hill’s Apple Market to auction inventory,0.075318,0.823048,0.101634,12,Walmart
6670429,LA County weighs a tax on Uber and Lyft to curb traffic congestion,0.400978,0.265276,0.333747,57,Uber
3397195,HBO Max will launch on May 27th,0.014304,0.981022,0.004673,55,AT&T
3557397,"Boston Celtics vs Miami Heat Game 3 free live stream, NBA playoffs TV channel, odds (5/21/2023)",0.025194,0.964853,0.009952,55,AT&T
3468363,Boxing-Wilder and Fury trade barbs ahead of trilogy fight,0.016784,0.931644,0.051572,55,AT&T
845811,"Western Union, Foxconn's and Prudential's Venture Arms Back Blockchain Firm Digital Currency Group",0.536917,0.421977,0.041106,14,Visa Inc.
3543146,Boxing insiders laud controversial Mike Tyson-Jake Paul fight: ‘Power move’,0.165387,0.796607,0.038006,55,AT&T
8233513,2016 stock picks from top investment analysts,,,,14,Visa Inc.
375804,The Technology Leadership Secret That WMT Shares With These DJIA Companies: JNJ PFE AXP PG,0.350834,0.542651,0.106515,12,Walmart
6843109,Kids can't take Uber and Lyft rides alone. A startup thinks it found the perfect solution — and has backing from the US' largest school bus company,0.376071,0.269206,0.354723,57,Uber
3159950,Borealis CEO: Restored Iran sanctions have not had impact so far,0.031904,0.937505,0.03059,55,AT&T
6615426,Founder of Scottsdale's MindSpree online marketplace creates the Uber of tutoring,0.844517,0.101405,0.054078,57,Uber
3535803,Boston Celtics vs. Milwaukee Bucks: How to watch for free tonight,0.029282,0.957453,0.013265,55,AT&T
7171911,This Boy Randomly Yodeling in Walmart Is Lighting the Internet on Fire,0.046631,0.819943,0.133425,12,Walmart
4691820,Microsoft Confirms $1.50 Windows Security Update Fee Starts July 1,0.121257,0.852825,0.025917,3,Microsoft
7357865,This air fryer is ridiculously cheap in Walmart's after-Christmas sales,0.077464,0.795604,0.126933,12,Walmart
3285894,Bozell: ‘This Is What Happens When You Blatantly Promote a Lie About an Innocent 16 Year Old Kid’,0.052175,0.609371,0.338454,55,AT&T
3373611,HBO Max: Here's a first look at WarnerMedia's new streaming platform,0.049166,0.932874,0.01796,55,AT&T
7079774,Landmark moment as Uber unveils first annual profit as limited company,0.851454,0.083583,0.064962,57,Uber
7168658,The Walmart heirs are worth $330 billion. Sam Walton's smart move in the 1950s is a big reason why.,0.836539,0.121476,0.041985,12,Walmart
913523,"What is DAZN, and where is it available?",0.011528,0.977651,0.010821,14,Visa Inc.
3331813,"HBO Max will cost $14.99, and is a free upgrade to HBO Now subscribers",0.237875,0.713309,0.048816,55,AT&T
6746193,Former Google engineer accused of giving company secrets to Uber,0.002573,0.04239,0.955037,57,Uber
1010404,21 Savage's Lawyer Slams His Arrest as 'Based Upon Incorrect Information' and Demands His Release,0.015943,0.242277,0.74178,14,Visa Inc.
1047459,We've let wage exploitation become the default experience of migrant workers,0.044707,0.091655,0.863638,14,Visa Inc.
3397783,"HBO Max Will Be on Apple TV, iPhone and iPad at Launch",0.029624,0.963093,0.007283,55,AT&T
4229944,Microsoft Confirms Massive New Windows 10 Update,0.373746,0.598105,0.028149,3,Microsoft
6766232,Florida Uber Driver Says He Accidentally Shot Passenger,0.0052,0.128869,0.865931,57,Uber
1038590,162 tech companies file brief against the latest immigration executive order,0.011783,0.8919,0.096317,14,Visa Inc.
8230543,"21 Savage has long rhymed and talked about his Atlanta upbringing, but ICE says he's British",,,,14,Visa Inc.
7312605,This $20 Google TV 4K streamer from Walmart crushes the Amazon Fire TV for value,0.067886,0.668586,0.263528,12,Walmart
6406393,Former Uber CEO says investor lawsuit a 'public and personal attack',0.004879,0.152984,0.842137,57,Uber
3309918,"HBO Max will bring HBO, DC, Cartoon Network, and Friends to streaming",0.132749,0.853097,0.014154,55,AT&T
6377755,"Freewheeling Uber sheds officials, faces more major changes",,,,57,Uber
621168,This Hisense R6 50-inch 4K Roku TV is just $138 in the Walmart Black Friday sale,0.032382,0.938739,0.02888,12,Walmart
6500662,Lawyer for victim's family says matter with Uber 'resolved',0.175836,0.729858,0.094305,57,Uber
7038090,"Thief hid face with underwear while stealing Walmart electronics, sheriff says",0.021665,0.746818,0.231517,12,Walmart
2944082,Borrego relishes chance to rejoin Spurs as assistant coach,0.615527,0.365936,0.018537,55,AT&T
6162850,"Flying to Los Angeles? Uber, Lyft may soon be able to pick you up at LAX",0.273251,0.685248,0.041501,57,Uber
174622,This 29-year-old's company makes millions buying from Walmart and selling on Amazon,0.167237,0.729952,0.102811,12,Walmart
7183604,Things From Walmart To Organize Your Cluttered Home,0.230783,0.683475,0.085742,12,Walmart
6966951,Former Uber executives are going after Uber's and Lyft's cheapest rides with MIT technology and public-transit partnerships,0.013597,0.057569,0.928834,57,Uber
6246064,Floodlit Paris Uber Tour Lets the Party Roll On,0.669854,0.21424,0.115906,57,Uber
6976469,Follow What Smart Money Traders Are Doing With UBER,0.077487,0.893949,0.028565,57,Uber
6406409,Former Uber CEO lashes out at investment firm suing company,0.003136,0.051445,0.945419,57,Uber
6635580,Food Delivery Is Taking Center Stage In Uber’s App,0.28128,0.67056,0.04816,57,Uber
664110,What Can a Pregnant Photojournalist Cover? Everything,0.024071,0.924618,0.051312,14,Visa Inc.
7345723,The Schwinn IC4 Exercise Bike has dipped below $900 at Walmart for a limited time,0.017425,0.941506,0.041068,12,Walmart
6580245,Lenny Dykstra facing jail time after indictment in Uber arrest,0.003371,0.102167,0.894462,57,Uber
6578348,Kristen Bell Live-Tweets Hilarious Uber Mistake,0.004739,0.023103,0.972158,57,Uber
4456353,Microsoft cofounder Paul Allen is battling non-Hodgkin's lymphoma for the second time in 10 years,0.545138,0.389168,0.065695,3,Microsoft
3506654,Boeing firefighters reject latest contract offer as lockout drags on,0.012013,0.658496,0.329491,55,AT&T
3070259,HBO Hack Is Reportedly 7 Times Larger Than Catastrophic Sony Attack,0.027906,0.371305,0.600788,55,AT&T
3370539,HBO Max And HBO Rise To 76.8M Global Subscribers,0.154361,0.831082,0.014557,55,AT&T
8372898,"West Elm Deals You Won’t Believe: Prices Start at $7.97, $9 Towels Discounts Up to 80%",0.125293,0.619361,0.255346,14,Visa Inc.
3235054,Have a great idea for 5G? Verizon may give you a million dollars to make it happen,0.790221,0.170829,0.038949,55,AT&T
4584126,Microsoft could bring back its dual-screen Courier tablet concept,0.78999,0.175585,0.034425,3,Microsoft
3331411,"HBO Max: Launch dates, prices, shows and movies to expect",0.042626,0.948432,0.008941,55,AT&T
3382797,"""HBO Has Hit a Ceiling"": Bob Greenblatt Details Growth Strategy for HBO Max and the Streamer He Pitched NBC",0.181401,0.696311,0.122288,55,AT&T
3334031,HBO Max Is the New $200 iPhone,0.156889,0.773694,0.069418,55,AT&T
6811255,Former Substitute Teacher and Uber Driver in Tears After Making New York Yankees Roster,0.010455,0.143686,0.845859,57,Uber
924201,What is a US diversity visa and how do you get it?,0.099514,0.785971,0.114515,14,Visa Inc.
3516338,"HBO Max, Discovery+ to merge into one service in summer 2023",0.047798,0.943072,0.00913,55,AT&T
4130083,Microsoft Confirms Commitment To Support Bitcoin As Blockchain Plans Continue,0.822556,0.161179,0.016265,3,Microsoft
8578572,20 GOP-led states sue Biden administration over new migration plan,0.010935,0.616035,0.37303,14,Visa Inc.
8542564,17 Wild Reasons Pizza Deliverers Blacklisted Customers,0.010286,0.286576,0.703138,14,Visa Inc.
4354455,"Microsoft confirms Project Scorpio, coming holiday 2017",0.048247,0.945785,0.005968,3,Microsoft
6111719,"Football Fan Passes Out, Wakes Up With $900 Uber Bill",0.024367,0.441129,0.534504,57,Uber
3530355,Bowl projections and predictions 2022: What bowl game is Tennessee playing in?,0.023947,0.969071,0.006982,55,AT&T
555418,"This Day In Market History: Walmart, Johnson Johnson Join Dow Jones Industrial Average",0.115196,0.848423,0.03638,12,Walmart
7021927,"Founded by Google and Uber Data and Machine Learning Leads, Bluesky Aims to Save Snowflake Users Millions by Optimizing Workloads, Raises $8.8 Million in Seed Funding Led by Greylock",0.81388,0.120707,0.065413,57,Uber
1035761,What Advice Do CEOs Give To A New Generation Of Leaders?,0.22059,0.755958,0.023452,14,Visa Inc.
4462452,Microsoft co-founder Paul Allen has died at 65,0.040471,0.921062,0.038466,3,Microsoft
3358661,HBO Max offers a free trial to new subscribers who sign up through Hulu — here's how to take advantage,0.454905,0.479122,0.065973,55,AT&T
4115423,Microsoft co-founder's yacht tears up protected coral reef in Cayman Islands,0.02566,0.155124,0.819216,3,Microsoft
8465847,20 gifts every person should have on their birthday wishlist,0.382959,0.594464,0.022576,14,Visa Inc.
3361534,Have an older phone or burglar alarm? What to know about 3G mobile service shutdown,0.017681,0.64722,0.335099,55,AT&T
3370515,HBO Max and HBO gained 3 million subscribers in Q1 – TechCrunch,0.088019,0.903366,0.008615,55,AT&T
6207578,‘Kill All the Jews’: Uber Driver Sentenced Over Road Rage Incident,0.004026,0.02024,0.975734,57,Uber
2890783,Bowl projections: Miami moves to No. 1 seed in College Football Playoff bracket,0.078449,0.912037,0.009514,55,AT&T
853783,"2017 CHSAA cross country state championships: Top individual, team finishers at Norris-Penrose",0.399509,0.582314,0.018178,14,Visa Inc.
6592373,Former foes Uber and Mears creating first taxi and ride-share partnership in the U.S.,0.163301,0.657972,0.178727,57,Uber
898969,15 Successful Long-Distance Relationship Couples Reveal What Made Them Work,0.832212,0.139257,0.028531,14,Visa Inc.
3376521,Bon Jovi 2020 Summer Tour With Bryan Adams: See Dates,0.015941,0.97773,0.006329,55,AT&T
4196500,Microsoft criticized by watchdog @WhichUK over 'stressful' Windows 10 software,0.004617,0.036024,0.959358,3,Microsoft
4697803,Microsoft Confirms Password Deletion For Windows Users—What You Do Now,0.220631,0.744138,0.035231,3,Microsoft
3187194,Bowlsby has reasons to feel bullish about Big 12 Conference,0.488349,0.491344,0.020307,55,AT&T
8590165,21 Savage announces ‘American Dream Tour.’ Get tickets today,0.100137,0.889269,0.010594,14,Visa Inc.
6394220,Lawsuit claims Uber discriminates against people in wheelchairs,0.003072,0.01679,0.980138,57,Uber
4731335,Microsoft considers deal to buy cybersecurity firm Mandiant – Bloomberg News,0.151709,0.826818,0.021473,3,Microsoft
8449558,2020 Indianapolis 500: Row-by-row race preview,0.018995,0.975783,0.005223,14,Visa Inc.
3096606,BOJ Gives Early Sign of Lift-Off With Warnings on the Costs of Easing,0.460298,0.405739,0.133963,55,AT&T
890510,2017 looks to be banner year for Florida special legislative elections,0.746449,0.241771,0.01178,14,Visa Inc.
6275215,Kendall Jenner Banned Uber,0.010816,0.169244,0.81994,57,Uber
1058996,"‘We’ve waited for a long time’: Gay couples can marry in Taiwan, a first for Asia",0.338957,0.633911,0.027132,14,Visa Inc.
3403165,"HBO Max has bumpy start, 'isn't a game changer for AT&T,' analyst says",0.025108,0.954841,0.020052,55,AT&T
3384442,HBO Max’s first ad wants to remind you how many of your favorite shows and movies it owns,0.413008,0.531446,0.055546,55,AT&T
